"","Site","Plot","Quadrant","Species","Cover","Year","Introduced_status","SLA","Height","SeedMass"
"141","Boothby","NW113","2","Chenopodium album","4","2022","Native","22.8641729198214","1.41235294117647","0.703453780487805"
"142","Boothby","NW113","2","Fallopia convolvulus","2","2022","Introduced","23.875","0.695833333333333","3.42"
"143","Boothby","NW113","2","Fallopia convolvulus","2","2022","Introduced","23.875","0.695833333333333","3.42"
"144","Boothby","NW113","3","Vicia faba","100","2022","Introduced","27.2542857142857","0.6427","855.3375"
"145","Boothby","NW113","3","Chenopodium album","2","2022","Native","22.8641729198214","1.41235294117647","0.703453780487805"
"146","Boothby","NW113","3","Chenopodium album","2","2022","Native","22.8641729198214","1.41235294117647","0.703453780487805"
"147","Boothby","NW113","4","Vicia faba","100","2022","Introduced","27.2542857142857","0.6427","855.3375"
"148","Boothby","NW113","4","Chenopodium album","1","2022","Native","22.8641729198214","1.41235294117647","0.703453780487805"
"149","Boothby","NW113","4","Chenopodium album","1","2022","Native","22.8641729198214","1.41235294117647","0.703453780487805"
"150","Boothby","NW112","1","Vicia faba","40","2022","Introduced","27.2542857142857","0.6427","855.3375"
"151","Boothby","NW112","1","Chenopodium album","1.5","2022","Native","22.8641729198214","1.41235294117647","0.703453780487805"
"152","Boothby","NW112","1","Chenopodium album","1.5","2022","Native","22.8641729198214","1.41235294117647","0.703453780487805"
"153","Boothby","NW112","2","Vicia faba","95","2022","Introduced","27.2542857142857","0.6427","855.3375"
"154","Boothby","NW112","3","Vicia faba","70","2022","Introduced","27.2542857142857","0.6427","855.3375"
"155","Boothby","NW112","4","Vicia faba","40","2022","Introduced","27.2542857142857","0.6427","855.3375"
"156","Boothby","NW111","1","Brachypodium sylvaticum","45","2022","Native","44.1189473684211","0.84375","2.62666666666667"
"157","Boothby","NW111","1","Brachypodium sylvaticum","45","2022","Native","44.1189473684211","0.84375","2.62666666666667"
"158","Boothby","NW111","1","Brachypodium sylvaticum","45","2022","Native","44.1189473684211","0.84375","2.62666666666667"
"159","Boothby","NW111","1","Glechoma hederacea","6","2022","Native","35.1604444414286","0.2425","0.69"
"160","Boothby","NW111","1","Glechoma hederacea","6","2022","Native","35.1604444414286","0.2425","0.69"
"161","Boothby","NW111","1","Glechoma hederacea","6","2022","Native","35.1604444414286","0.2425","0.69"
"162","Boothby","NW111","1","Glechoma hederacea","6","2022","Native","35.1604444414286","0.2425","0.69"
"163","Boothby","NW111","1","Urtica dioica","0.1","2022","Native","22.1834656468364","0.480761904761905","0.1262775"
"164","Boothby","NW111","1","Urtica dioica","0.1","2022","Native","22.1834656468364","0.480761904761905","0.1262775"
"165","Boothby","NW111","1","Urtica dioica","0.1","2022","Native","22.1834656468364","0.480761904761905","0.1262775"
"166","Boothby","NW111","1","Urtica dioica","0.1","2022","Native","22.1834656468364","0.480761904761905","0.1262775"
"167","Boothby","NW111","1","Urtica dioica","0.1","2022","Native","22.1834656468364","0.480761904761905","0.1262775"
"168","Boothby","NW111","2","Brachypodium sylvaticum","50","2022","Native","44.1189473684211","0.84375","2.62666666666667"
"169","Boothby","NW111","2","Brachypodium sylvaticum","50","2022","Native","44.1189473684211","0.84375","2.62666666666667"
"170","Boothby","NW111","2","Brachypodium sylvaticum","50","2022","Native","44.1189473684211","0.84375","2.62666666666667"
"171","Boothby","NW111","2","Glechoma hederacea","3","2022","Native","35.1604444414286","0.2425","0.69"
"172","Boothby","NW111","2","Glechoma hederacea","3","2022","Native","35.1604444414286","0.2425","0.69"
"173","Boothby","NW111","2","Glechoma hederacea","3","2022","Native","35.1604444414286","0.2425","0.69"
"174","Boothby","NW111","2","Glechoma hederacea","3","2022","Native","35.1604444414286","0.2425","0.69"
"175","Boothby","NW111","3","Brachypodium sylvaticum","65","2022","Native","44.1189473684211","0.84375","2.62666666666667"
"176","Boothby","NW111","3","Brachypodium sylvaticum","65","2022","Native","44.1189473684211","0.84375","2.62666666666667"
"177","Boothby","NW111","3","Brachypodium sylvaticum","65","2022","Native","44.1189473684211","0.84375","2.62666666666667"
"178","Boothby","NW111","3","Glechoma hederacea","7","2022","Native","35.1604444414286","0.2425","0.69"
"179","Boothby","NW111","3","Glechoma hederacea","7","2022","Native","35.1604444414286","0.2425","0.69"
"180","Boothby","NW111","3","Glechoma hederacea","7","2022","Native","35.1604444414286","0.2425","0.69"
"181","Boothby","NW111","3","Glechoma hederacea","7","2022","Native","35.1604444414286","0.2425","0.69"
"182","Boothby","NW111","3","Urtica dioica","6","2022","Native","22.1834656468364","0.480761904761905","0.1262775"
"183","Boothby","NW111","3","Urtica dioica","6","2022","Native","22.1834656468364","0.480761904761905","0.1262775"
"184","Boothby","NW111","3","Urtica dioica","6","2022","Native","22.1834656468364","0.480761904761905","0.1262775"
"185","Boothby","NW111","3","Urtica dioica","6","2022","Native","22.1834656468364","0.480761904761905","0.1262775"
"186","Boothby","NW111","3","Urtica dioica","6","2022","Native","22.1834656468364","0.480761904761905","0.1262775"
"187","Boothby","NW111","4","Brachypodium sylvaticum","45","2022","Native","44.1189473684211","0.84375","2.62666666666667"
"188","Boothby","NW111","4","Brachypodium sylvaticum","45","2022","Native","44.1189473684211","0.84375","2.62666666666667"
"189","Boothby","NW111","4","Brachypodium sylvaticum","45","2022","Native","44.1189473684211","0.84375","2.62666666666667"
"190","Boothby","NW111","4","Glechoma hederacea","5","2022","Native","35.1604444414286","0.2425","0.69"
"191","Boothby","NW111","4","Glechoma hederacea","5","2022","Native","35.1604444414286","0.2425","0.69"
"192","Boothby","NW111","4","Glechoma hederacea","5","2022","Native","35.1604444414286","0.2425","0.69"
"193","Boothby","NW111","4","Glechoma hederacea","5","2022","Native","35.1604444414286","0.2425","0.69"
"194","Boothby","NW111","4","Poa trivialis","0.1","2022","Native","30.931112458","0.3117125","0.154926923076923"
"195","Boothby","NW111","4","Poa trivialis","0.1","2022","Native","30.931112458","0.3117125","0.154926923076923"
"196","Boothby","NW111","4","Poa trivialis","0.1","2022","Native","30.931112458","0.3117125","0.154926923076923"
"197","Boothby","NW122","1","Vicia faba","60","2022","Introduced","27.2542857142857","0.6427","855.3375"
"198","Boothby","NW122","2","Vicia faba","75","2022","Introduced","27.2542857142857","0.6427","855.3375"
"199","Boothby","NW122","2","Triticum aestivum","3","2022","Introduced","22.7166666666667","1.05454545454545","37.0176923076923"
"200","Boothby","NW122","2","Triticum aestivum","3","2022","Introduced","22.7166666666667","1.05454545454545","37.0176923076923"
"201","Boothby","NW122","2","Senecio sylvaticus","4","2022","Native","34.8042314814815","0.663142857142857","0.177166413793103"
"202","Boothby","NW122","2","Senecio sylvaticus","4","2022","Native","34.8042314814815","0.663142857142857","0.177166413793103"
"203","Boothby","NW122","2","Chenopodium album","0.1","2022","Native","22.8641729198214","1.41235294117647","0.703453780487805"
"204","Boothby","NW122","2","Chenopodium album","0.1","2022","Native","22.8641729198214","1.41235294117647","0.703453780487805"
"205","Boothby","NW122","3","Vicia faba","75","2022","Introduced","27.2542857142857","0.6427","855.3375"
"206","Boothby","NW122","4","Vicia faba","70","2022","Introduced","27.2542857142857","0.6427","855.3375"
"207","Boothby","NW122","4","Senecio sylvaticus","10","2022","Native","34.8042314814815","0.663142857142857","0.177166413793103"
"208","Boothby","NW122","4","Senecio sylvaticus","10","2022","Native","34.8042314814815","0.663142857142857","0.177166413793103"
"209","Boothby","NW122","4","Triticum aestivum","2","2022","Introduced","22.7166666666667","1.05454545454545","37.0176923076923"
"210","Boothby","NW122","4","Triticum aestivum","2","2022","Introduced","22.7166666666667","1.05454545454545","37.0176923076923"
"211","Boothby","NW211","1","Vicia faba","90","2022","Introduced","27.2542857142857","0.6427","855.3375"
"212","Boothby","NW211","2","Vicia faba","95","2022","Introduced","27.2542857142857","0.6427","855.3375"
"213","Boothby","NW211","3","Vicia faba","70","2022","Introduced","27.2542857142857","0.6427","855.3375"
"214","Boothby","NW211","4","Vicia faba","75","2022","Introduced","27.2542857142857","0.6427","855.3375"
"215","Boothby","NW222","1","Vicia faba","45","2022","Introduced","27.2542857142857","0.6427","855.3375"
"216","Boothby","NW222","2","Vicia faba","60","2022","Introduced","27.2542857142857","0.6427","855.3375"
"217","Boothby","NW222","3","Vicia faba","50","2022","Introduced","27.2542857142857","0.6427","855.3375"
"218","Boothby","NW222","3","Aethusa cynapium","1","2022","Native","33.31","0.490625","1.35"
"219","Boothby","NW222","3","Aethusa cynapium","1","2022","Native","33.31","0.490625","1.35"
"220","Boothby","NW222","4","Vicia faba","40","2022","Introduced","27.2542857142857","0.6427","855.3375"
"221","Boothby","NW233","1","Vicia faba","75","2022","Introduced","27.2542857142857","0.6427","855.3375"
"222","Boothby","NW233","2","Vicia faba","80","2022","Introduced","27.2542857142857","0.6427","855.3375"
"223","Boothby","NW233","2","Triticum aestivum","1","2022","Introduced","22.7166666666667","1.05454545454545","37.0176923076923"
"224","Boothby","NW233","2","Triticum aestivum","1","2022","Introduced","22.7166666666667","1.05454545454545","37.0176923076923"
"225","Boothby","NW233","3","Vicia faba","50","2022","Introduced","27.2542857142857","0.6427","855.3375"
"226","Boothby","NW233","4","Vicia faba","90","2022","Introduced","27.2542857142857","0.6427","855.3375"
"227","Boothby","C111","1","Vicia faba","95","2022","Introduced","27.2542857142857","0.6427","855.3375"
"228","Boothby","C111","2","Vicia faba","100","2022","Introduced","27.2542857142857","0.6427","855.3375"
"229","Boothby","C111","3","Vicia faba","75","2022","Introduced","27.2542857142857","0.6427","855.3375"
"230","Boothby","C111","3","Chenopodium album","0.1","2022","Native","22.8641729198214","1.41235294117647","0.703453780487805"
"231","Boothby","C111","3","Chenopodium album","0.1","2022","Native","22.8641729198214","1.41235294117647","0.703453780487805"
"232","Boothby","C111","4","Vicia faba","80","2022","Introduced","27.2542857142857","0.6427","855.3375"
"233","Boothby","C0","1","Bromus hordeaceus","40","2022","Native","31.110411268302","0.136945598425197","2.64598094117647"
"234","Boothby","C0","1","Bromus hordeaceus","40","2022","Native","31.110411268302","0.136945598425197","2.64598094117647"
"235","Boothby","C0","1","Bromus hordeaceus","40","2022","Native","31.110411268302","0.136945598425197","2.64598094117647"
"236","Boothby","C0","1","Phleum pratense","10","2022","Native","23.682393905122","0.312243243243243","0.378785714285714"
"237","Boothby","C0","1","Phleum pratense","10","2022","Native","23.682393905122","0.312243243243243","0.378785714285714"
"238","Boothby","C0","1","Phleum pratense","10","2022","Native","23.682393905122","0.312243243243243","0.378785714285714"
"239","Boothby","C0","1","Trisetum flavescens","0.1","2022","Native","22.6092905778947","0.492666666666667","0.4592"
"240","Boothby","C0","1","Trisetum flavescens","0.1","2022","Native","22.6092905778947","0.492666666666667","0.4592"
"241","Boothby","C0","1","Trisetum flavescens","0.1","2022","Native","22.6092905778947","0.492666666666667","0.4592"
"242","Boothby","C0","1","Centaurea nigra","55","2022","Native","25.2104347826087","0.46875","2.43444444444444"
"243","Boothby","C0","1","Centaurea nigra","55","2022","Native","25.2104347826087","0.46875","2.43444444444444"
"244","Boothby","C0","1","Centaurea nigra","55","2022","Native","25.2104347826087","0.46875","2.43444444444444"
"245","Boothby","C0","1","Lotus corniculatus","60","2022","Native","22.0211194113235","0.165488888888889","1.21033653731343"
"246","Boothby","C0","1","Lotus corniculatus","60","2022","Native","22.0211194113235","0.165488888888889","1.21033653731343"
"247","Boothby","C0","1","Lotus corniculatus","60","2022","Native","22.0211194113235","0.165488888888889","1.21033653731343"
"248","Boothby","C0","1","Lotus corniculatus","60","2022","Native","22.0211194113235","0.165488888888889","1.21033653731343"
"249","Boothby","C0","1","Succisa pratensis","2","2022","Native","17.9417850378431","0.126055555555556","1.36857142857143"
"250","Boothby","C0","1","Daucus carota","0.1","2022","Native","23.0545981708824","0.450307692307692","1.12313698630137"
"251","Boothby","C0","1","Trifolium repens","0.1","2022","Native","31.7824236215441","0.131202595238095","0.524251348837209"
"252","Boothby","C0","1","Trifolium repens","0.1","2022","Native","31.7824236215441","0.131202595238095","0.524251348837209"
"253","Boothby","C0","1","Trifolium repens","0.1","2022","Native","31.7824236215441","0.131202595238095","0.524251348837209"
"254","Boothby","C0","1","Trifolium repens","0.1","2022","Native","31.7824236215441","0.131202595238095","0.524251348837209"
"255","Boothby","C0","2","Bromus hordeaceus","40","2022","Native","31.110411268302","0.136945598425197","2.64598094117647"
"256","Boothby","C0","2","Bromus hordeaceus","40","2022","Native","31.110411268302","0.136945598425197","2.64598094117647"
"257","Boothby","C0","2","Bromus hordeaceus","40","2022","Native","31.110411268302","0.136945598425197","2.64598094117647"
"258","Boothby","C0","2","Phleum pratense","10","2022","Native","23.682393905122","0.312243243243243","0.378785714285714"
