"","plot","species","year","abundance","SLA","Height","Seed_mass","beta_contrib"
"102","C5","Darmera peltata",2022,1,NA,NA,0.211,0.00558149109349745
"103","C5","Viburnum lantana",2022,1,14.6005277302,3.4,47.3604108,0.00603372288671305
"104","C8","Buddleja globosa",2022,1,NA,NA,NA,0.00837223664024619
"105","C8","Prunella vulgaris",2022,1,29.0513089351181,0.157670307692308,0.963407676470588,0.0212774256934289
"106","C9","Populus tremula",2022,1,13.662270417109,2.73138593443038,0.11483625,0.0171563130811004
"107","C9","Ulex europaeus",2021,1,6.45583426547353,1.18,6.614712,0.0303776237568558
"108","C9","Vinca major",2021,1,15.01537,0.293333333333333,19.4088,0.00918732040266945
"109","D10","Agrostis canina",2021,1,27.6652625722222,0.3,0.0575,7.92010379540466e-05
"110","D10","Alpagrostis setacea",2021,8,NA,NA,NA,0.000969760559788004
"111","D10","Amblystegium serpens",2021,1,NA,NA,NA,7.92010379540466e-05
"112","D10","Asperifolia arguta",2021,2,NA,NA,NA,0.000158402075908093
"113","D10","Aulacomnium palustre",2021,3,NA,NA,NA,0.00023760311386214
"114","D10","Betula pendula",2021,1,15.1445311045607,13.5256842105263,0.421202181818182,0.000309806347845662
"115","D10","Betula pubescens",2021,9,13.3996451045635,11.1411231343284,0.258388142857143,0.00104791786542839
"116","D10","Brachythecium albicans",2021,1,NA,NA,NA,0.000426476197251868
"117","D10","Brachythecium albicans",2023,1,NA,NA,NA,0.0194345419049127
"118","D10","Brachythecium rivulare",2021,1,NA,NA,NA,7.92010379540466e-05
"119","D10","Brachythecium rutabulum",2021,1,NA,NA,NA,7.92010379540466e-05
"120","D10","Calluna vulgaris",2021,17,11.2354173508484,0.779285714285714,0.0356363636363636,0.0110919506546055
"121","D10","Calluna vulgaris",2022,1,11.2354173508484,0.779285714285714,0.0356363636363636,0.00924867121400992
"122","D10","Calypogeia fissa",2021,4,NA,NA,NA,0.000316804151816186
"123","D10","Calypogeia muelleriana",2021,2,NA,NA,NA,0.000158402075908093
"124","D10","Campylopus flexuosus",2021,1,NA,NA,NA,7.92010379540466e-05
"125","D10","Campylopus introflexus",2021,13,NA,NA,NA,0.00113473621673302
"126","D10","Campylopus pyriformis",2021,3,NA,NA,NA,0.000464572321444246
"127","D10","Carex nigra",2021,1,19.2019230769231,0.14125,0.806666666666667,7.92010379540466e-05
"128","D10","Carex pilulifera",2021,1,19.425,0.15,1.16666666666667,0.000426476197251868
"129","D10","Carex rostrata",2021,1,14.7693690933,0.625,1.21733333333333,0.00236052166072037
"130","D10","Cephalozia bicuspidata",2021,2,NA,NA,NA,0.000158402075908093
"131","D10","Cephaloziella divaricata",2021,10,NA,NA,NA,0.00135610613395563
"132","D10","Ceratodon purpureus",2021,4,NA,NA,NA,0.00147245260627497
"133","D10","Cytisus scoparius",2022,1,12.4571451724936,1.20555555555556,80.494895498538,0.00362061513513677
"134","D10","Danthonia decumbens",2021,2,17.22,0.175,1.42545454545455,0.000158402075908093
"135","D10","Dicranum scoparium",2021,1,NA,NA,NA,0.000193474991834845
"136","D10","Dryopteris carthusiana",2021,1,35.0040777777778,0.375,NA,7.92010379540466e-05
"137","D10","Equisetum fluviatile",2021,1,10.978076365,1,NA,7.92010379540466e-05
"138","D10","Erica cinerea",2021,8,9.05700112866817,0.482142857142857,0.085,0.02356753686912
"139","D10","Erica cinerea",2022,1,9.05700112866817,0.482142857142857,0.085,0.00668838475418533
"140","D10","Erica tetralix",2021,16,11.01625,0.405,0.0228,0.00350200879632793
"141","D10","Eriophorum angustifolium",2021,3,9.0774073775249,0.2279,0.446666666666667,0.00250757001080602
"142","D10","Funaria hygrometrica",2021,1,NA,NA,NA,0.00101155629377161
"143","D10","Fuscocephaloziopsis connivens",2021,3,NA,NA,NA,0.00023760311386214
"144","D10","Geheebia fallax",2021,1,NA,NA,NA,0.00066027830358031
"145","D10","Hypnum jutlandicum",2021,13,NA,NA,NA,0.00113473621673302
"146","D10","Hypochaeris radicata",2021,1,22.3831801463333,0.3262,0.804389210526316,7.92010379540466e-05
"147","D10","Juncus acutiflorus",2021,5,12.0071428571429,0.525,0.01,0.00265815504355534
"148","D10","Juncus conglomeratus",2021,1,4.984,0.731428571428571,0.017,7.92010379540466e-05
"149","D10","Juncus squarrosus",2021,4,5.918,0.205625,0.07625,0.000316804151816186
"150","D10","Kindbergia praelonga",2021,1,NA,NA,NA,7.92010379540466e-05
"151","D10","Leptodictyum riparium",2021,1,NA,NA,NA,7.92010379540466e-05
"152","D10","Lophocolea bidentata",2021,1,NA,NA,NA,7.92010379540466e-05
"153","D10","Molinia caerulea",2021,25,19.7179310344828,0.8125,0.6,0.00911703652394973
"154","D10","Narthecium ossifragum",2021,1,24.15,0.165,0.092,0.00236052166072037
"155","D10","Pedicularis sylvatica",2021,1,11.55,0.12875,1.07,7.92010379540466e-05
"156","D10","Pilosella officinarum",2022,1,14.4839690928571,0.0206428571428571,0.19,0.0101291698008604
"157","D10","Pinus sylvestris",2021,8,4.92704888008837,13.1851794619612,6.86829975,0.000969760559788004
"158","D10","Plagiothecium curvifolium",2021,1,NA,NA,NA,7.92010379540466e-05
"159","D10","Polytrichum juniperinum",2021,9,NA,NA,NA,0.0017412749265136
"160","D10","Potentilla erecta",2021,1,26.2880392462963,0.168727272727273,0.3382,0.00832368568150728
"161","D10","Quercus robur",2021,2,13.7566803291181,17.30856,3146.87815385714,0.000158402075908093
"162","D10","Riccardia multifida",2021,2,NA,NA,NA,0.000158402075908093
"163","D10","Rosulabryum capillare",2021,2,NA,NA,NA,0.000619612695691323
"164","D10","Rumex crispus",2023,1,23.9109785253333,0.616544833333333,1.7043535,0.0194345419049127
"165","D10","Sorbus aucuparia",2021,1,10.7430853767383,8.70430268589744,15.6541576,0.0092355024848214
"166","D10","Sorbus aucuparia",2022,2,10.7430853767383,8.70430268589744,15.6541576,0.00824283630577589
"167","D10","Sphagnum compactum",2021,3,NA,NA,NA,0.00023760311386214
"168","D10","Sphagnum fallax",2021,2,NA,NA,NA,0.000158402075908093
"169","D10","Sphagnum fimbriatum",2021,1,NA,NA,NA,7.92010379540466e-05
"170","D10","Sphagnum palustre",2021,1,NA,NA,NA,7.92010379540466e-05
"171","D10","Sphagnum papillosum",2021,1,NA,NA,NA,7.92010379540466e-05
"172","D10","Sphagnum subnitens",2021,1,NA,NA,NA,7.92010379540466e-05
"173","D10","Sphagnum tenellum",2021,2,NA,NA,NA,0.000158402075908093
"174","D10","Trichophorum cespitosum",2021,8,6.41025641025641e-06,0.2,NA,0.000633608303632373
"175","D10","Ulex europaeus",2021,4,6.45583426547353,1.18,6.614712,0.0303776237568558
"176","D10","Ulex minor",2021,5,NA,0.335,3.315,0.00131608132621185
"177","D4","Rhododendron ponticum",2022,1,6.38461603983751,3,0.2,0.0390807142282091
"178","D8","Pilosella officinarum",2022,1,14.4839690928571,0.0206428571428571,0.19,0.0101291698008604
"179","D8","Prunella vulgaris",2022,1,29.0513089351181,0.157670307692308,0.963407676470588,0.0212774256934289
"180","D8","Stellaria graminea",2022,1,32.70140609,0.2949,0.2715,0.0120909675177592
"181","D9","Betula pendula",2022,1,15.1445311045607,13.5256842105263,0.421202181818182,0.00334889465609847
"182","D9","Cirsium palustre",2022,1,17.25154896,0.704666666666667,1.71333333333333,0.00334889465609847
"183","D9","Erica cinerea",2021,2,9.05700112866817,0.482142857142857,0.085,0.02356753686912
"184","D9","Malus domestica",2023,1,17.2265374665978,4.48785714285714,26.9733333333333,0.0194345419049127
"185","D9","Mentha aquatica",2022,1,29.3932,0.466666666666667,0.12,0.00741225304014743
"186","D9","Pteridium aquilinum",2022,1,17.7984489515385,1.13571428571429,NA,0.00756533877999671
"187","D9","Succisa pratensis",2023,1,17.9417850378431,0.126055555555556,1.36857142857143,0.0194345419049127
"188","D9","Ulex europaeus",2022,1,6.45583426547353,1.18,6.614712,0.00334889465609847
"189","E1","Aegopodium podagraria",2021,1,27.8824242421053,0.578125,2.3615,0.00918732040266945
"190","E1","Rhododendron luteum",2021,1,NA,NA,NA,0.0370545702881736
"191","E10","Carex rostrata",2021,1,14.7693690933,0.625,1.21733333333333,0.00236052166072037
"192","E10","Drosera rotundifolia",2022,1,42.587687572,0.0745454545454545,0.017,0.00267401903929965
"193","E10","Erica cinerea",2022,1,9.05700112866817,0.482142857142857,0.085,0.00668838475418533
"194","E10","Erica tetralix",2021,1,11.01625,0.405,0.0228,0.00350200879632793
"195","E10","Eriophorum angustifolium",2021,1,9.0774073775249,0.2279,0.446666666666667,0.00250757001080602
"196","E10","Juncus acutiflorus",2021,1,12.0071428571429,0.525,0.01,0.00265815504355534
"197","E10","Molinia caerulea",2021,1,19.7179310344828,0.8125,0.6,0.00911703652394973
"198","E10","Narthecium ossifragum",2021,1,24.15,0.165,0.092,0.00236052166072037
"199","E10","Narthecium ossifragum",2022,1,24.15,0.165,0.092,0.00864426484728026
"200","E10","Polytrichum commune",2022,1,NA,NA,NA,0.00152222484368113
"201","E10","Potentilla erecta",2021,1,26.2880392462963,0.168727272727273,0.3382,0.00832368568150728
"202","E10","Sarracenia flava",2022,1,8.15549507894444,NA,1.4134065,0.00267401903929965
"203","E10","Sarracenia purpurea",2021,1,14.7584349301563,0.175,1.83762483333333,0.00239570245622636
"204","E10","Sarracenia purpurea",2022,6,14.7584349301563,0.175,1.83762483333333,0.00913334906208675
"205","E10","Sarracenia purpurea",2023,4,14.7584349301563,0.175,1.83762483333333,0.0388690838098254
"206","E2","Phormium tenax",2021,1,NA,NA,5,0.0183746408053389
"207","E3","Fagus sylvatica",2021,1,15.1312086914368,23.9347058823529,246.218081555556,0.0136205209651159
"208","E3","Fritillaria meleagris",2021,2,23.7071428571429,0.225,1.66,0.0122497605368925
"209","E4","Petasites japonicus",2022,2,NA,NA,0.05,0.0167444732804924
"210","E5","Achillea millefolium",2021,1,15.1051027596197,0.121964990991892,0.186194810810811,0.0247669590453733
"211","E5","Geranium macrorrhizum",2022,1,NA,NA,NA,0.0206560920386402
"212","E5","Prunus laurocerasus",2021,1,5.70778291362008,5.42536,250.098571428571,0.0567064397131898
"213","E6","Lysichiton americanus",2022,2,NA,NA,61.63,0.0700905329737898
"214","E7","Lysichiton americanus",2022,1,NA,NA,61.63,0.0700905329737898
"215","E8","Alliaria petiolata",2022,1,47.0135,0.561111111111111,2.70525,0.0947240774589164
"216","E8","Calluna vulgaris",2022,1,11.2354173508484,0.779285714285714,0.0356363636363636,0.00924867121400992
"217","E8","Corylus avellana",2021,2,19.4326653124865,4.14457575757576,1096.23131416667,0.0355029789215102
"218","E8","Erica cinerea",2022,1,9.05700112866817,0.482142857142857,0.085,0.00668838475418533
"219","E8","Gnaphalium uliginosum",2022,1,37.931062924,0.11875,0.0165,0.00209305916006155
"220","E8","Rhododendron luteum",2021,1,NA,NA,NA,0.0370545702881736
"221","E8","Silene dioica",2022,1,39.2691578947368,0.589,0.662,0.00209305916006155
"222","E8","Stellaria media",2022,1,51.3528864717647,0.204737769230769,0.400453086956522,0.00209305916006155
"223","E8","Teucrium scorodonia",2022,2,23.7363636363636,0.261111111111111,0.7046,0.00500443186905971
"224","E9","Agrostis capillaris",2021,2,32.7332496245946,0.281833333333333,0.0651619047619048,0.000235572318017165
"225","E9","Agrostis vinealis",2021,1,80.8110066666667,0.2075,0.06,0.000117786159008582
"226","E9","Aira praecox",2021,2,20.06598,0.148333333333333,0.16391275,0.000235572318017165
"227","E9","Alpagrostis setacea",2021,3,NA,NA,NA,0.000969760559788004
"228","E9","Aulacomnium palustre",2023,1,NA,NA,NA,0.00485863547622817
"229","E9","Avenella flexuosa",2021,2,NA,NA,NA,0.000235572318017165
"230","E9","Barbula unguiculata",2021,2,NA,NA,NA,0.000235572318017165
"231","E9","Betula pendula",2021,2,15.1445311045607,13.5256842105263,0.421202181818182,0.000309806347845662
"232","E9","Betula pubescens",2021,3,13.3996451045635,11.1411231343284,0.258388142857143,0.00104791786542839
"233","E9","Brachythecium albicans",2021,3,NA,NA,NA,0.000426476197251868
"234","E9","Bryum argenteum",2021,9,NA,NA,NA,0.00106007543107724
"235","E9","Calluna vulgaris",2021,7,11.2354173508484,0.779285714285714,0.0356363636363636,0.0110919506546055
"236","E9","Calluna vulgaris",2022,1,11.2354173508484,0.779285714285714,0.0356363636363636,0.00924867121400992
"237","E9","Campylopus introflexus",2021,1,NA,NA,NA,0.00113473621673302
"238","E9","Campylopus introflexus",2023,1,NA,NA,NA,0.00881096132966963
"239","E9","Campylopus pyriformis",2021,2,NA,NA,NA,0.000464572321444246
"240","E9","Carex echinata",2022,1,16.3688888888889,0.25,0.813333333333333,0.000598016902874727
"241","E9","Carex otrubae",2022,1,18.3,NA,1.49,0.000598016902874727
"242","E9","Carex pilulifera",2021,3,19.425,0.15,1.16666666666667,0.000426476197251868
"243","E9","Carex pseudocyperus",2022,1,22.91,0.35,NA,0.000598016902874727
"244","E9","Cephaloziella divaricata",2021,5,NA,NA,NA,0.00135610613395563
"245","E9","Ceratodon purpureus",2021,10,NA,NA,NA,0.00147245260627497
"246","E9","Cuscuta epithymum",2021,1,NA,0.5,NA,0.000117786159008582
"247","E9","Dicranella varia",2021,1,NA,NA,NA,0.000117786159008582
"248","E9","Dicranum scoparium",2021,1,NA,NA,NA,0.000193474991834845
"249","E9","Drosera rotundifolia",2022,2,42.587687572,0.0745454545454545,0.017,0.00267401903929965
"250","E9","Epilobium tetragonum",2021,1,15.9,0.465625,0.114,0.00272251513908867
"251","E9","Erica cinerea",2021,6,9.05700112866817,0.482142857142857,0.085,0.02356753686912
"252","E9","Erica cinerea",2022,1,9.05700112866817,0.482142857142857,0.085,0.00668838475418533
"253","E9","Erica tetralix",2022,3,11.01625,0.405,0.0228,0.0072717907198384
"254","E9","Erigeron canadensis",2021,4,NA,NA,0.0545714285714286,0.00047114463603433
"255","E9","Eriophorum angustifolium",2022,1,9.0774073775249,0.2279,0.446666666666667,0.00611960728108724
"256","E9","Funaria hygrometrica",2021,8,NA,NA,NA,0.00101155629377161
"257","E9","Galium saxatile",2021,1,24.2,0.122777777777778,0.616666666666667,0.000117786159008582
"258","E9","Geheebia fallax",2021,5,NA,NA,NA,0.00066027830358031
"259","E9","Gemmabryum caespiticium",2021,1,NA,NA,NA,0.000117786159008582
"260","E9","Gemmabryum dichotomum",2021,8,NA,NA,NA,0.00094228927206866
"261","E9","Gemmabryum subapiculatum",2021,1,NA,NA,NA,0.000117786159008582
"262","E9","Holcus lanatus",2021,1,32.18407764175,0.319950142857143,0.315068275862069,0.000117786159008582
"263","E9","Hypnum jutlandicum",2021,1,NA,NA,NA,0.00113473621673302
"264","E9","Iris pseudacorus",2022,1,14.9235714285714,0.75,51.335,0.00561454723205529
"265","E9","Jacobaea vulgaris",2021,1,25.32119,NA,0.197992,0.000117786159008582
"266","E9","Juncus bufonius",2021,1,17.8246706422222,0.206818,0.0160633636363636,0.000117786159008582
"267","E9","Juncus tenuis",2021,1,14.4385169951667,0.448125,0.0123,0.000117786159008582
"268","E9","Lotus pedunculatus",2022,1,25.936472,0.341666666666667,0.599,0.00108736443889503
"269","E9","Lycopus europaeus",2022,2,63.076,0.6,0.291666666666667,0.00669281249529508
"270","E9","Lysimachia vulgaris",2023,1,23.725,0.9143,0.14,0.00485863547622817
"271","E9","Lythrum salicaria",2021,1,24.204154135,0.6084,0.034,0.000117786159008582
"272","E9","Marchantia polymorpha",2021,1,NA,NA,NA,0.000117786159008582
"273","E9","Marchantia polymorpha",2022,2,NA,NA,NA,0.00119603380574945
"274","E9","Molinia caerulea",2021,6,19.7179310344828,0.8125,0.6,0.00911703652394973
"275","E9","Narthecium ossifragum",2022,3,24.15,0.165,0.092,0.00864426484728026
"276","E9","Narthecium ossifragum",2023,1,24.15,0.165,0.092,0.00485863547622817
"277","E9","Persicaria maculosa",2021,1,28.6402360869565,1.11329166666667,2.186,0.000117786159008582
"278","E9","Pinus sylvestris",2021,3,4.92704888008837,13.1851794619612,6.86829975,0.000969760559788004
"279","E9","Pohlia melanodon",2021,1,NA,NA,NA,0.000117786159008582
"280","E9","Pohlia nutans",2021,2,NA,NA,NA,0.000235572318017165
"281","E9","Polytrichum juniperinum",2021,9,NA,NA,NA,0.0017412749265136
"282","E9","Polytrichum piliferum",2021,3,NA,NA,NA,0.000353358477025748
"283","E9","Pseudocrossidium hornschuchianum",2021,1,NA,NA,NA,0.000117786159008582
"284","E9","Pteridium aquilinum",2021,2,17.7984489515385,1.13571428571429,NA,0.00387666643890387
"285","E9","Ranunculus flammula",2022,2,18.1798293453333,0.261666666666667,0.436,0.00119603380574945
"286","E9","Rosulabryum bornholmense",2021,1,NA,NA,NA,0.000117786159008582
"287","E9","Rosulabryum capillare",2021,4,NA,NA,NA,0.000619612695691323
"288","E9","Rosulabryum rubens",2021,2,NA,NA,NA,0.000235572318017165
"289","E9","Rubus laciniatus",2022,1,NA,1.75,3.6199572,0.000598016902874727
"290","E9","Rumex acetosella",2021,4,26.433089602093,0.1329141875,0.72092435,0.00047114463603433
"291","E9","Salix atrocinerea",2021,1,11.225,NA,NA,0.000117786159008582
"292","E9","Sarracenia flava",2022,2,8.15549507894444,NA,1.4134065,0.00267401903929965
"293","E9","Sarracenia flava",2023,1,8.15549507894444,NA,1.4134065,0.00485863547622817
"294","E9","Sarracenia purpurea",2021,1,14.7584349301563,0.175,1.83762483333333,0.00239570245622636
"295","E9","Senecio sylvaticus",2021,1,34.8042314814815,0.663142857142857,0.177166413793103,0.000117786159008582
"296","E9","Sphagnum medium",2023,1,NA,NA,NA,0.00485863547622817
"297","E9","Streblotrichum convolutum",2021,1,NA,NA,NA,0.000117786159008582
"298","E9","Syntrichia ruralis",2021,1,NA,NA,NA,0.000117786159008582
"299","E9","Teucrium scorodonia",2023,1,23.7363636363636,0.261111111111111,0.7046,0.0206130606852535
"300","E9","Torilis japonica",2022,1,28.0666666666667,0.575,1.654,0.000598016902874727
"301","E9","Ulex europaeus",2021,1,6.45583426547353,1.18,6.614712,0.0303776237568558
"302","E9","Ulex minor",2021,8,NA,0.335,3.315,0.00131608132621185
"303","E9","Veronica scutellata",2022,1,29.8123148316667,0.211111111111111,0.1995,0.000598016902874727
"304","E9","Veronica scutellata",2023,1,29.8123148316667,0.211111111111111,0.1995,0.00485863547622817
