"","gbifID","datasetKey","occurrenceID","kingdom","phylum","class","order","family","genus","species","infraspecificEpithet","taxonRank","scientificName","verbatimScientificName","verbatimScientificNameAuthorship","countryCode","locality","stateProvince","occurrenceStatus","individualCount","publishingOrgKey","decimalLatitude","decimalLongitude","coordinateUncertaintyInMeters","coordinatePrecision","elevation","elevationAccuracy","depth","depthAccuracy","eventDate","day","month","year","taxonKey","speciesKey","basisOfRecord","institutionCode","collectionCode","catalogNumber","recordNumber","identifiedBy","dateIdentified","license","rightsHolder","recordedBy","typeStatus","establishmentMeans","lastInterpreted","mediaType","issue"
"11",4948882784,"f674de32-f52a-4e4b-a89b-a7b227f4495a","NELTMN10569","Plantae","Tracheophyta","Liliopsida","Poales","Juncaceae","Juncus","Juncus acutiflorus","","SPECIES","Juncus acutiflorus Ehrh. ex Hoffm.","Juncus acutiflorus","Ehrh. ex Hoffm.","GB","Chobham Common","England","PRESENT",NA,"598eb93d-a844-4289-8adb-0f8583dac91e",51.381802,-0.606126,5,NA,NA,NA,NA,NA,"2021-08-17",17,8,2021,2701571,2701571,"HUMAN_OBSERVATION","Natural England","LTMN","","","",NA,"CC_BY_4_0","Natural England","NE LTMN surveyors",NA,NA,2024-10-30 20:00:15.126,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"12",4948882705,"f674de32-f52a-4e4b-a89b-a7b227f4495a","NELTMN10315","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Aira","Aira praecox","","SPECIES","Aira praecox L.","Aira praecox","L.","GB","Chobham Common","England","PRESENT",NA,"598eb93d-a844-4289-8adb-0f8583dac91e",51.386893,-0.613833,5,NA,NA,NA,NA,NA,"2021-08-10",10,8,2021,5289582,5289582,"HUMAN_OBSERVATION","Natural England","LTMN","","","",NA,"CC_BY_4_0","Natural England","NE LTMN surveyors",NA,NA,2024-10-30 20:00:15.115,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"13",4948882605,"f674de32-f52a-4e4b-a89b-a7b227f4495a","NELTMN10651","Plantae","Tracheophyta","Magnoliopsida","Rosales","Rosaceae","Sorbus","Sorbus aucuparia","","SPECIES","Sorbus aucuparia L.","Sorbus aucuparia","L.","GB","Chobham Common","England","PRESENT",NA,"598eb93d-a844-4289-8adb-0f8583dac91e",51.383858,-0.605848,5,NA,NA,NA,NA,NA,"2021-08-12",12,8,2021,3012167,3012167,"HUMAN_OBSERVATION","Natural England","LTMN","","","",NA,"CC_BY_4_0","Natural England","NE LTMN surveyors",NA,NA,2024-10-30 20:00:15.099,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"14",4948882405,"f674de32-f52a-4e4b-a89b-a7b227f4495a","NELTMN10618","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Epilobium","Epilobium tetragonum","","SPECIES","Epilobium tetragonum L.","Epilobium tetragonum","L.","GB","Chobham Common","England","PRESENT",NA,"598eb93d-a844-4289-8adb-0f8583dac91e",51.38672,-0.615189,5,NA,NA,NA,NA,NA,"2021-08-09",9,8,2021,7322563,7322563,"HUMAN_OBSERVATION","Natural England","LTMN","","","",NA,"CC_BY_4_0","Natural England","NE LTMN surveyors",NA,NA,2024-10-30 20:00:15.051,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"15",4948882355,"f674de32-f52a-4e4b-a89b-a7b227f4495a","NELTMN10719","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Molinia","Molinia caerulea","","SPECIES","Molinia caerulea (L.) Moench","Molinia caerulea","(L.) Moench","GB","Chobham Common","England","PRESENT",NA,"598eb93d-a844-4289-8adb-0f8583dac91e",51.380008,-0.603479,5,NA,NA,NA,NA,NA,"2021-08-23",23,8,2021,5289877,5289877,"HUMAN_OBSERVATION","Natural England","LTMN","","","",NA,"CC_BY_4_0","Natural England","NE LTMN surveyors",NA,NA,2024-10-30 20:00:15.015,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"16",4948882170,"f674de32-f52a-4e4b-a89b-a7b227f4495a","NELTMN10346","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Vinealobryum","Vinealobryum vineale","","SPECIES","Didymodon vinealis (Brid.) R.H.Zander","Didymodon vinealis","(Brid.) R.H.Zander","GB","Chobham Common","England","PRESENT",NA,"598eb93d-a844-4289-8adb-0f8583dac91e",51.386836,-0.615875,5,NA,NA,NA,NA,NA,"2021-08-09",9,8,2021,5280272,12225951,"HUMAN_OBSERVATION","Natural England","LTMN","","","",NA,"CC_BY_4_0","Natural England","NE LTMN surveyors",NA,NA,2024-10-30 20:00:14.987,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"17",4948881886,"f674de32-f52a-4e4b-a89b-a7b227f4495a","NELTMN10694","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Molinia","Molinia caerulea","","SPECIES","Molinia caerulea (L.) Moench","Molinia caerulea","(L.) Moench","GB","Chobham Common","England","PRESENT",NA,"598eb93d-a844-4289-8adb-0f8583dac91e",51.386556,-0.615007,5,NA,NA,NA,NA,NA,"2021-08-09",9,8,2021,5289877,5289877,"HUMAN_OBSERVATION","Natural England","LTMN","","","",NA,"CC_BY_4_0","Natural England","NE LTMN surveyors",NA,NA,2024-10-30 20:00:14.936,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"18",4948881841,"f674de32-f52a-4e4b-a89b-a7b227f4495a","NELTMN10434","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Calluna","Calluna vulgaris","","SPECIES","Calluna vulgaris (L.) Hull","Calluna vulgaris","(L.) Hull","GB","Chobham Common","England","PRESENT",NA,"598eb93d-a844-4289-8adb-0f8583dac91e",51.383347,-0.606754,5,NA,NA,NA,NA,NA,"2021-08-16",16,8,2021,2882482,2882482,"HUMAN_OBSERVATION","Natural England","LTMN","","","",NA,"CC_BY_4_0","Natural England","NE LTMN surveyors",NA,NA,2024-10-30 20:00:14.929,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"19",4948881627,"f674de32-f52a-4e4b-a89b-a7b227f4495a","NELTMN10250","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Alpagrostis","Alpagrostis setacea","","SPECIES","Agrostis curtisii Kerguélen","Agrostis curtisii","Kerguélen","GB","Chobham Common","England","PRESENT",NA,"598eb93d-a844-4289-8adb-0f8583dac91e",51.380208,-0.602927,5,NA,NA,NA,NA,NA,"2021-08-23",23,8,2021,4124303,10762826,"HUMAN_OBSERVATION","Natural England","LTMN","","","",NA,"CC_BY_4_0","Natural England","NE LTMN surveyors",NA,NA,2024-10-30 20:00:14.898,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"20",4948881454,"f674de32-f52a-4e4b-a89b-a7b227f4495a","NELTMN10488","Plantae","Tracheophyta","Magnoliopsida","Ericales","Ericaceae","Erica","Erica tetralix","","SPECIES","Erica tetralix L.","Erica tetralix","L.","GB","Chobham Common","England","PRESENT",NA,"598eb93d-a844-4289-8adb-0f8583dac91e",51.383191,-0.60423,5,NA,NA,NA,NA,NA,"2021-08-13",13,8,2021,5333412,5333412,"HUMAN_OBSERVATION","Natural England","LTMN","","","",NA,"CC_BY_4_0","Natural England","NE LTMN surveyors",NA,NA,2024-10-30 20:00:14.873,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"21",4948881371,"f674de32-f52a-4e4b-a89b-a7b227f4495a","NELTMN10427","Plantae","Bryophyta","Bryopsida","Hypnales","Hypnaceae","Hypnum","Hypnum jutlandicum","","SPECIES","Hypnum jutlandicum Holmen & E.Warncke","Hypnum jutlandicum","Holmen & E.Warncke","GB","Chobham Common","England","PRESENT",NA,"598eb93d-a844-4289-8adb-0f8583dac91e",51.383495,-0.60629,5,NA,NA,NA,NA,NA,"2021-08-16",16,8,2021,2682005,2682005,"HUMAN_OBSERVATION","Natural England","LTMN","","","",NA,"CC_BY_4_0","Natural England","NE LTMN surveyors",NA,NA,2024-10-30 20:00:14.863,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"22",4948881349,"f674de32-f52a-4e4b-a89b-a7b227f4495a","NELTMN10352","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Polygonaceae","Rumex","Rumex acetosella","","SPECIES","Rumex acetosella L.","Rumex acetosella","L.","GB","Chobham Common","England","PRESENT",NA,"598eb93d-a844-4289-8adb-0f8583dac91e",51.387058,-0.615567,5,NA,NA,NA,NA,NA,"2021-08-10",10,8,2021,2888995,2888995,"HUMAN_OBSERVATION","Natural England","LTMN","","","",NA,"CC_BY_4_0","Natural England","NE LTMN surveyors",NA,NA,2024-10-30 20:00:14.859,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"23",4948881085,"f674de32-f52a-4e4b-a89b-a7b227f4495a","NELTMN10355","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","Salix","Salix atrocinerea","oleifolia","SUBSPECIES","Salix cinerea subsp. oleifolia (Sm.) Macreight","Salix cinerea subsp. oleifolia","Macreight","GB","Chobham Common","England","PRESENT",NA,"598eb93d-a844-4289-8adb-0f8583dac91e",51.387058,-0.615567,5,NA,NA,NA,NA,NA,"2021-08-10",10,8,2021,5582562,5582546,"HUMAN_OBSERVATION","Natural England","LTMN","","","",NA,"CC_BY_4_0","Natural England","NE LTMN surveyors",NA,NA,2024-10-30 20:00:14.82,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"24",4948877862,"f674de32-f52a-4e4b-a89b-a7b227f4495a","NELTMN10314","Plantae","Bryophyta","Polytrichopsida","Polytrichales","Polytrichaceae","Polytrichum","Polytrichum juniperinum","","SPECIES","Polytrichum juniperinum Hedw.","Polytrichum juniperinum","Hedw.","GB","Chobham Common","England","PRESENT",NA,"598eb93d-a844-4289-8adb-0f8583dac91e",51.386447,-0.615614,5,NA,NA,NA,NA,NA,"2021-08-09",9,8,2021,2683092,2683092,"HUMAN_OBSERVATION","Natural England","LTMN","","","",NA,"CC_BY_4_0","Natural England","NE LTMN surveyors",NA,NA,2024-10-30 20:00:14.626,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"25",4948877826,"f674de32-f52a-4e4b-a89b-a7b227f4495a","NELTMN10705","Plantae","Bryophyta","Bryopsida","Bryales","Bryaceae","Bryum","Bryum argenteum","","SPECIES","Bryum argenteum Hedw.","Bryum argenteum","Hedw.","GB","Chobham Common","England","PRESENT",NA,"598eb93d-a844-4289-8adb-0f8583dac91e",51.386556,-0.615007,5,NA,NA,NA,NA,NA,"2021-08-09",9,8,2021,2676667,2676667,"HUMAN_OBSERVATION","Natural England","LTMN","","","",NA,"CC_BY_4_0","Natural England","NE LTMN surveyors",NA,NA,2024-10-30 20:00:14.621,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"26",4948877781,"f674de32-f52a-4e4b-a89b-a7b227f4495a","NELTMN10390","Plantae","Marchantiophyta","Jungermanniopsida","Jungermanniales","Cephaloziellaceae","Cephaloziella","Cephaloziella divaricata","","SPECIES","Cephaloziella divaricata (Sm.) Schiffn.","Cephaloziella divaricata","(Sm.) Schiffn.","GB","Chobham Common","England","PRESENT",NA,"598eb93d-a844-4289-8adb-0f8583dac91e",51.380484,-0.602674,5,NA,NA,NA,NA,NA,"2021-08-24",24,8,2021,2688993,2688993,"HUMAN_OBSERVATION","Natural England","LTMN","","","",NA,"CC_BY_4_0","Natural England","NE LTMN surveyors",NA,NA,2024-10-30 20:00:14.611,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"27",4948877707,"f674de32-f52a-4e4b-a89b-a7b227f4495a","NELTMN10431","Plantae","Tracheophyta","Liliopsida","Poales","Cyperaceae","Trichophorum","Trichophorum cespitosum","","SPECIES","Trichophorum germanicum (Palla) Hegi","Trichophorum germanicum","(Palla) Hegi","GB","Chobham Common","England","PRESENT",NA,"598eb93d-a844-4289-8adb-0f8583dac91e",51.383347,-0.606754,5,NA,NA,NA,NA,NA,"2021-08-16",16,8,2021,11357461,2710592,"HUMAN_OBSERVATION","Natural England","LTMN","","","",NA,"CC_BY_4_0","Natural England","NE LTMN surveyors",NA,NA,2024-10-30 20:00:14.592,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"28",4948877445,"f674de32-f52a-4e4b-a89b-a7b227f4495a","NELTMN10536","Plantae","Bryophyta","Bryopsida","Pottiales","Pottiaceae","Geheebia","Geheebia fallax","","SPECIES","Didymodon fallax (Hedw.) R.H.Zander","Didymodon fallax","(Hedw.) R.H.Zander","GB","Chobham Common","England","PRESENT",NA,"598eb93d-a844-4289-8adb-0f8583dac91e",51.386949,-0.615512,5,NA,NA,NA,NA,NA,"2021-08-10",10,8,2021,5280203,12209853,"HUMAN_OBSERVATION","Natural England","LTMN","","","",NA,"CC_BY_4_0","Natural England","NE LTMN surveyors",NA,NA,2024-10-30 20:00:14.543,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"29",4948877430,"f674de32-f52a-4e4b-a89b-a7b227f4495a","NELTMN10433","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus robur","","SPECIES","Quercus robur L.","Quercus robur","L.","GB","Chobham Common","England","PRESENT",NA,"598eb93d-a844-4289-8adb-0f8583dac91e",51.383347,-0.606754,5,NA,NA,NA,NA,NA,"2021-08-16",16,8,2021,2878688,2878688,"HUMAN_OBSERVATION","Natural England","LTMN","","","",NA,"CC_BY_4_0","Natural England","NE LTMN surveyors",NA,NA,2024-10-30 20:00:14.541,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"30",4948876821,"f674de32-f52a-4e4b-a89b-a7b227f4495a","NELTMN10677","Plantae","Tracheophyta","Liliopsida","Poales","Poaceae","Molinia","Molinia caerulea","","SPECIES","Molinia caerulea (L.) Moench","Molinia caerulea","(L.) Moench","GB","Chobham Common","England","PRESENT",NA,"598eb93d-a844-4289-8adb-0f8583dac91e",51.38015,-0.604035,5,NA,NA,NA,NA,NA,"2021-08-18",18,8,2021,5289877,5289877,"HUMAN_OBSERVATION","Natural England","LTMN","","","",NA,"CC_BY_4_0","Natural England","NE LTMN surveyors",NA,NA,2024-10-30 20:00:14.45,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"31",4948876699,"f674de32-f52a-4e4b-a89b-a7b227f4495a","NELTMN10440","Plantae","Bryophyta","Bryopsida","Dicranales","Leucobryaceae","Campylopus","Campylopus pyriformis","","SPECIES","Campylopus pyriformis (Schultz) Brid.","Campylopus pyriformis","(Schultz) Brid.","GB","Chobham Common","England","PRESENT",NA,"598eb93d-a844-4289-8adb-0f8583dac91e",51.383347,-0.606754,5,NA,NA,NA,NA,NA,"2021-08-16",16,8,2021,5281948,5281948,"HUMAN_OBSERVATION","Natural England","LTMN","","","",NA,"CC_BY_4_0","Natural England","NE LTMN surveyors",NA,NA,2024-10-30 20:00:14.435,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
"32",4948876568,"f674de32-f52a-4e4b-a89b-a7b227f4495a","NELTMN10357","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Ulex","","","GENUS","Ulex L.","Ulex","L.","GB","Chobham Common","England","PRESENT",NA,"598eb93d-a844-4289-8adb-0f8583dac91e",51.387058,-0.615567,5,NA,NA,NA,NA,NA,"2021-08-10",10,8,2021,2951953,NA,"HUMAN_OBSERVATION","Natural England","LTMN","","","",NA,"CC_BY_4_0","Natural England","NE LTMN surveyors",NA,NA,2024-10-30 20:00:14.406,"","COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_CONCEPT_ID_IGNORED;TAXON_MATCH_TAXON_ID_IGNORED"
