"","plot","species","year","abundance","SLA","Height","Seed_mass"
"209","E4","Petasites japonicus",2022,2,NA,NA,0.05
"210","E5","Achillea millefolium",2021,1,15.1051027596197,0.121964990991892,0.186194810810811
"211","E5","Geranium macrorrhizum",2022,1,NA,NA,NA
"212","E5","Prunus laurocerasus",2021,1,5.70778291362008,5.42536,250.098571428571
"213","E6","Lysichiton americanus",2022,2,NA,NA,61.63
"214","E7","Lysichiton americanus",2022,1,NA,NA,61.63
"215","E8","Alliaria petiolata",2022,1,47.0135,0.561111111111111,2.70525
"216","E8","Calluna vulgaris",2022,1,11.2354173508484,0.779285714285714,0.0356363636363636
"217","E8","Corylus avellana",2021,2,19.4326653124865,4.14457575757576,1096.23131416667
"218","E8","Erica cinerea",2022,1,9.05700112866817,0.482142857142857,0.085
"219","E8","Gnaphalium uliginosum",2022,1,37.931062924,0.11875,0.0165
"220","E8","Rhododendron luteum",2021,1,NA,NA,NA
"221","E8","Silene dioica",2022,1,39.2691578947368,0.589,0.662
"222","E8","Stellaria media",2022,1,51.3528864717647,0.204737769230769,0.400453086956522
"223","E8","Teucrium scorodonia",2022,2,23.7363636363636,0.261111111111111,0.7046
"224","E9","Agrostis capillaris",2021,2,32.7332496245946,0.281833333333333,0.0651619047619048
"225","E9","Agrostis vinealis",2021,1,80.8110066666667,0.2075,0.06
"226","E9","Aira praecox",2021,2,20.06598,0.148333333333333,0.16391275
"227","E9","Alpagrostis setacea",2021,3,NA,NA,NA
"228","E9","Aulacomnium palustre",2023,1,NA,NA,NA
"229","E9","Avenella flexuosa",2021,2,NA,NA,NA
"230","E9","Barbula unguiculata",2021,2,NA,NA,NA
"231","E9","Betula pendula",2021,2,15.1445311045607,13.5256842105263,0.421202181818182
"232","E9","Betula pubescens",2021,3,13.3996451045635,11.1411231343284,0.258388142857143
"233","E9","Brachythecium albicans",2021,3,NA,NA,NA
"234","E9","Bryum argenteum",2021,9,NA,NA,NA
"235","E9","Calluna vulgaris",2021,7,11.2354173508484,0.779285714285714,0.0356363636363636
"236","E9","Calluna vulgaris",2022,1,11.2354173508484,0.779285714285714,0.0356363636363636
"237","E9","Campylopus introflexus",2021,1,NA,NA,NA
"238","E9","Campylopus introflexus",2023,1,NA,NA,NA
"239","E9","Campylopus pyriformis",2021,2,NA,NA,NA
"240","E9","Carex echinata",2022,1,16.3688888888889,0.25,0.813333333333333
"241","E9","Carex otrubae",2022,1,18.3,NA,1.49
"242","E9","Carex pilulifera",2021,3,19.425,0.15,1.16666666666667
"243","E9","Carex pseudocyperus",2022,1,22.91,0.35,NA
"244","E9","Cephaloziella divaricata",2021,5,NA,NA,NA
"245","E9","Ceratodon purpureus",2021,10,NA,NA,NA
"246","E9","Cuscuta epithymum",2021,1,NA,0.5,NA
"247","E9","Dicranella varia",2021,1,NA,NA,NA
"248","E9","Dicranum scoparium",2021,1,NA,NA,NA
"249","E9","Drosera rotundifolia",2022,2,42.587687572,0.0745454545454545,0.017
"250","E9","Epilobium tetragonum",2021,1,15.9,0.465625,0.114
"251","E9","Erica cinerea",2021,6,9.05700112866817,0.482142857142857,0.085
"252","E9","Erica cinerea",2022,1,9.05700112866817,0.482142857142857,0.085
"253","E9","Erica tetralix",2022,3,11.01625,0.405,0.0228
"254","E9","Erigeron canadensis",2021,4,NA,NA,0.0545714285714286
"255","E9","Eriophorum angustifolium",2022,1,9.0774073775249,0.2279,0.446666666666667
"256","E9","Funaria hygrometrica",2021,8,NA,NA,NA
"257","E9","Galium saxatile",2021,1,24.2,0.122777777777778,0.616666666666667
"258","E9","Geheebia fallax",2021,5,NA,NA,NA
"259","E9","Gemmabryum caespiticium",2021,1,NA,NA,NA
"260","E9","Gemmabryum dichotomum",2021,8,NA,NA,NA
"261","E9","Gemmabryum subapiculatum",2021,1,NA,NA,NA
"262","E9","Holcus lanatus",2021,1,32.18407764175,0.319950142857143,0.315068275862069
"263","E9","Hypnum jutlandicum",2021,1,NA,NA,NA
"264","E9","Iris pseudacorus",2022,1,14.9235714285714,0.75,51.335
"265","E9","Jacobaea vulgaris",2021,1,25.32119,NA,0.197992
"266","E9","Juncus bufonius",2021,1,17.8246706422222,0.206818,0.0160633636363636
"267","E9","Juncus tenuis",2021,1,14.4385169951667,0.448125,0.0123
"268","E9","Lotus pedunculatus",2022,1,25.936472,0.341666666666667,0.599
"269","E9","Lycopus europaeus",2022,2,63.076,0.6,0.291666666666667
"270","E9","Lysimachia vulgaris",2023,1,23.725,0.9143,0.14
"271","E9","Lythrum salicaria",2021,1,24.204154135,0.6084,0.034
"272","E9","Marchantia polymorpha",2021,1,NA,NA,NA
"273","E9","Marchantia polymorpha",2022,2,NA,NA,NA
"274","E9","Molinia caerulea",2021,6,19.7179310344828,0.8125,0.6
"275","E9","Narthecium ossifragum",2022,3,24.15,0.165,0.092
"276","E9","Narthecium ossifragum",2023,1,24.15,0.165,0.092
"277","E9","Persicaria maculosa",2021,1,28.6402360869565,1.11329166666667,2.186
"278","E9","Pinus sylvestris",2021,3,4.92704888008837,13.1851794619612,6.86829975
"279","E9","Pohlia melanodon",2021,1,NA,NA,NA
"280","E9","Pohlia nutans",2021,2,NA,NA,NA
"281","E9","Polytrichum juniperinum",2021,9,NA,NA,NA
"282","E9","Polytrichum piliferum",2021,3,NA,NA,NA
"283","E9","Pseudocrossidium hornschuchianum",2021,1,NA,NA,NA
"284","E9","Pteridium aquilinum",2021,2,17.7984489515385,1.13571428571429,NA
"285","E9","Ranunculus flammula",2022,2,18.1798293453333,0.261666666666667,0.436
"286","E9","Rosulabryum bornholmense",2021,1,NA,NA,NA
"287","E9","Rosulabryum capillare",2021,4,NA,NA,NA
"288","E9","Rosulabryum rubens",2021,2,NA,NA,NA
"289","E9","Rubus laciniatus",2022,1,NA,1.75,3.6199572
"290","E9","Rumex acetosella",2021,4,26.433089602093,0.1329141875,0.72092435
"291","E9","Salix atrocinerea",2021,1,11.225,NA,NA
"292","E9","Sarracenia flava",2022,2,8.15549507894444,NA,1.4134065
"293","E9","Sarracenia flava",2023,1,8.15549507894444,NA,1.4134065
"294","E9","Sarracenia purpurea",2021,1,14.7584349301563,0.175,1.83762483333333
"295","E9","Senecio sylvaticus",2021,1,34.8042314814815,0.663142857142857,0.177166413793103
"296","E9","Sphagnum medium",2023,1,NA,NA,NA
"297","E9","Streblotrichum convolutum",2021,1,NA,NA,NA
"298","E9","Syntrichia ruralis",2021,1,NA,NA,NA
"299","E9","Teucrium scorodonia",2023,1,23.7363636363636,0.261111111111111,0.7046
"300","E9","Torilis japonica",2022,1,28.0666666666667,0.575,1.654
"301","E9","Ulex europaeus",2021,1,6.45583426547353,1.18,6.614712
"302","E9","Ulex minor",2021,8,NA,0.335,3.315
"303","E9","Veronica scutellata",2022,1,29.8123148316667,0.211111111111111,0.1995
"304","E9","Veronica scutellata",2023,1,29.8123148316667,0.211111111111111,0.1995
"305","E9","Vicia tetrasperma",2022,1,31.8964966933333,0.384375,4.24571428571429
"306","E9","Vinealobryum vineale",2021,1,NA,NA,NA
"307","F2","Galega officinalis",2022,1,44.331,0.9,6.992
"308","F2","Struthiopteris spicant",2022,1,NA,NA,NA
"309","F2","Struthiopteris spicant",2023,1,NA,NA,NA
"310","F3","Carex pendula",2022,1,13.3,0.5,0.665
"311","F3","Gaultheria mucronata",2022,1,NA,NA,NA
"312","F3","Leycesteria formosa",2022,1,NA,2,0.4
"313","F3","Prunus laurocerasus",2021,1,5.70778291362008,5.42536,250.098571428571
"314","F4","Agrostemma githago",2022,1,17.818,0.744615384615385,12.2004
"315","F4","Alliaria petiolata",2022,1,47.0135,0.561111111111111,2.70525
"316","F4","Allium ampeloprasum",2021,1,NA,NA,2.7
"317","F4","Ballota nigra",2022,1,21.25,0.625,0.9286
"318","F4","Cyclamen hederifolium",2021,1,NA,NA,NA
"319","F4","Geranium macrorrhizum",2022,1,NA,NA,NA
"320","F4","Lapsana communis",2021,2,44.9232892607143,0.507472571428571,0.826067142857143
"321","F4","Pentaglottis sempervirens",2021,1,25.302,0.51,NA
"322","F4","Plantago major",2021,1,21.7863851375926,0.253048407411111,0.192904526315789
"323","F4","Viburnum tinus",2021,1,8.45900085106383,6,47.665
"324","F5","Cyclamen hederifolium",2023,1,NA,NA,NA
"325","F5","Trifolium repens",2022,1,31.7824236215441,0.131202595238095,0.524251348837209
"326","F6","Alliaria petiolata",2022,1,47.0135,0.561111111111111,2.70525
"327","F6","Alstroemeria aurea",2021,1,NA,NA,NA
"328","F6","Calluna vulgaris",2023,2,11.2354173508484,0.779285714285714,0.0356363636363636
"329","F6","Chelidonium majus",2021,1,44.8854545454545,0.4875,0.753333333333333
"330","F6","Epilobium tetragonum",2021,1,15.9,0.465625,0.114
"331","F6","Hypericum androsaemum",2021,1,NA,0.58,0.0625
"332","F6","Pentaglottis sempervirens",2021,2,25.302,0.51,NA
"333","F6","Prunus domestica",2022,1,NA,4.84037333333333,802.283738
"334","F6","Prunus laurocerasus",2021,1,5.70778291362008,5.42536,250.098571428571
"335","F6","Stellaria graminea",2022,1,32.70140609,0.2949,0.2715
"336","F7","Castanea sativa",2021,1,12.5900013297872,31,9944.375
"337","F7","Hedera helix",2021,1,11.850317826087,12.57559525,23.27036375
"338","F7","Lactuca sativa",2021,1,20.52,0.6,0.968333333333333
"339","F7","Melissa officinalis",2021,1,NA,0.525,0.311
"340","F7","Pentaglottis sempervirens",2021,2,25.302,0.51,NA
"341","F7","Prunus laurocerasus",2021,1,5.70778291362008,5.42536,250.098571428571
"342","F7","Prunus lusitanica",2022,1,5.73333411415632,12,NA
"343","F8","Lysichiton americanus",2021,1,NA,NA,61.63
"344","F8","Lysichiton americanus",2022,2,NA,NA,61.63
"345","F9","Prunus lusitanica",2022,1,5.73333411415632,12,NA
"346","G1","Anthyllis vulneraria",2023,1,16.6440607106667,0.1936,3.04793333333333
"347","G1","Circaea lutetiana",2023,1,36.7,0.3775,2.68014285714286
"348","G1","Viburnum lantana",2021,1,14.6005277302,3.4,47.3604108
"349","G10","Arum maculatum",2023,1,33.26,0.259166666666667,119.706
"350","G10","Lysichiton americanus",2021,7,NA,NA,61.63
"351","G10","Lysichiton americanus",2022,2,NA,NA,61.63
"352","G10","Lysimachia vulgaris",2022,1,23.725,0.9143,0.14
"353","G10","Mentha aquatica",2022,1,29.3932,0.466666666666667,0.12
"354","G10","Mentha aquatica",2023,1,29.3932,0.466666666666667,0.12
"355","G2","Cerastium glomeratum",2021,1,22.4277333333333,0.2185,0.0539226666666667
"356","G2","Draba verna",2021,1,NA,0.055,0.0324
"357","G2","Helminthotheca echioides",2022,1,NA,NA,NA
"358","G2","Pentaglottis sempervirens",2022,1,25.302,0.51,NA
"359","G2","Sagina procumbens",2021,1,19.25,0.08,0.01625
"360","G2","Senecio vulgaris",2021,1,42.5093814814815,0.422068965517241,0.209043294117647
"361","G2","Silene latifolia",2022,1,21.217893583,0.45975,0.603888888888889
"362","G2","Veronica arvensis",2021,1,27.7401275,0.123,0.115885882352941
"363","G3","Clematis vitalba",2021,1,23.63,20,2.13408654545455
"364","G3","Lycopus europaeus",2021,1,63.076,0.6,0.291666666666667
"365","G3","Solanum dulcamara",2021,1,33.3669708333333,1.18181818181818,26.48972325
"366","G4","Alliaria petiolata",2022,1,47.0135,0.561111111111111,2.70525
"367","G4","Chelidonium majus",2021,1,44.8854545454545,0.4875,0.753333333333333
"368","G4","Pentaglottis sempervirens",2021,3,25.302,0.51,NA
"369","G4","Viburnum tinus",2021,1,8.45900085106383,6,47.665
"370","G5","Acer pseudoplatanus",2022,1,14.6957418110658,16.100989010989,93.3927255384615
"371","G5","Achillea millefolium",2023,1,15.1051027596197,0.121964990991892,0.186194810810811
"372","G5","Arum maculatum",2023,1,33.26,0.259166666666667,119.706
"373","G5","Bellis perennis",2022,1,27.9817033727273,0.0685248571428571,0.1287879
"374","G5","Castanea sativa",2021,1,12.5900013297872,31,9944.375
"375","G5","Ilex aquifolium",2021,2,6.27795538550501,11.7487684827586,38.6608245454545
"376","G5","Lobularia maritima",2022,1,NA,0.1525,0.3793
"377","G5","Lysimachia arvensis",2022,1,NA,NA,NA
"378","G5","Pilosella officinarum",2022,1,14.4839690928571,0.0206428571428571,0.19
"379","G5","Plantago lanceolata",2022,1,19.2313444539735,0.2055435,1.5269752195122
"380","G5","Pteridium aquilinum",2021,1,17.7984489515385,1.13571428571429,NA
"381","G5","Pteridium aquilinum",2022,1,17.7984489515385,1.13571428571429,NA
