"","plot","species","year","abundance","SLA","Height","Seed_mass","beta_contrib"
"143","B4","Silene dioica",2018,1,39.2691578947368,0.589,0.662,0.0112789827148048
"144","B4","Silene dioica",2022,1,39.2691578947368,0.589,0.662,0.0112789827148048
"145","B4","Silene dioica",2023,1,39.2691578947368,0.589,0.662,0.0112789827148048
"146","B4","Tropaeolum majus",2020,1,29.485,0.898571428571429,146.7,0.000447806712936062
"147","B4","Tussilago farfara",2021,1,19.625,0.16375,0.346666666666667,0.00209668961312647
"148","B4","Viburnum tinus",2018,1,8.45900085106383,6,47.665,0.00293162869515974
"149","B4","Vinca minor",2020,1,24.7,0.505,6.13,0.00334209661107619
"150","B5","Hypericum androsaemum",2018,1,NA,0.58,0.0625,0.0104642465704262
"151","B5","Ilex aquifolium",2024,1,6.27795538550501,11.7487684827586,38.6608245454545,0.0069099676200276
"152","B5","Impatiens glandulifera",2024,1,38.3,1.44444444444444,9.37,0.0306216016076104
"153","B5","Jacobaea vulgaris",2024,1,25.32119,NA,0.197992,0.00386655345337921
"154","B5","Lobularia maritima",2019,1,NA,0.1525,0.3793,0.000994026573080951
"155","B5","Melissa officinalis",2019,1,NA,0.525,0.311,0.00538060150854846
"156","B5","Papaver cambricum",2021,1,35.5,0.39,0.22,0.00167042903563545
"157","B5","Pentaglottis sempervirens",2024,2,25.302,0.51,NA,0.0158394273496571
"158","B5","Plantago lanceolata",2024,1,19.2313444539735,0.2055435,1.5269752195122,0.00176368561379012
"159","B5","Prunus avium",2024,1,13.0970642637927,14.5529384883721,184.452624615385,0.00136840720496597
"160","B5","Quercus robur",2024,1,13.7566803291181,17.30856,3146.87815385714,0.00292449271732243
"161","B5","Salix caprea",2024,1,12.5110544004675,7.43835,0.144700875,0.000807064320718149
"162","B5","Salix viminalis",2024,2,10.8857722836549,3.91,NA,0.0014751279955541
"163","B5","Trifolium pratense",2024,1,22.5840299382692,0.317818181818182,1.61913793103448,0.00216417150486147
"164","B5","Urtica dioica",2024,1,22.1834656468364,0.480761904761905,0.1262775,0.00336787964435186
"165","B6","Lunaria annua",2022,1,38.232,0.45,15.3714285714286,0.0157676626169376
"166","B7","Alliaria petiolata",2021,1,47.0135,0.561111111111111,2.70525,0.0225631389979403
"167","B7","Alliaria petiolata",2024,1,47.0135,0.561111111111111,2.70525,0.0225631389979403
"168","B7","Crataegus monogyna",2024,1,10.8918091312607,6.40343177777778,163.821378947368,0.00439429431908137
"169","B7","Sambucus nigra",2019,1,19.1704586389512,5.44555555555556,12.94845575,0.00664030722805676
"170","B7","Sambucus nigra",2024,1,19.1704586389512,5.44555555555556,12.94845575,0.00664030722805676
"171","B7","Syringa vulgaris",2018,1,12.4723538602941,5.12,5.65409428571429,0.00499104234343832
"172","B9","Gnaphalium uliginosum",2022,1,37.931062924,0.11875,0.0165,0.00334296198160413
"173","B9","Heracleum sphondylium",2022,1,21.473155992,1.35625,7.7147,0.00656349314230942
"174","B9","Lathyrus pratensis",2022,1,35.7433705855263,0.548636363636364,11.3875,0.00437417823773738
"175","B9","Viola arvensis",2022,1,24.32,0.196875,0.351833333333333,0.00313464699055244
"176","C1","Acer pseudoplatanus",2020,1,14.6957418110658,16.100989010989,93.3927255384615,0.00362216514904225
"177","C1","Agrostemma githago",2020,1,17.818,0.744615384615385,12.2004,0.00120552214428082
"178","C1","Allium ursinum",2020,1,37.25,0.31875,5.31833333333333,0.00402967182251052
"179","C1","Amblystegium serpens",2016,1,NA,NA,NA,0.00539295695631585
"180","C1","Barbula unguiculata",2016,1,NA,NA,NA,0.00391457500843531
"181","C1","Betonica officinalis",2022,1,NA,NA,1.1745,0.000266778467281061
"182","C1","Brachythecium rivulare",2016,1,NA,NA,NA,0.00108412311684264
"183","C1","Brachythecium rutabulum",2016,1,NA,NA,NA,0.00863746114047454
"184","C1","Calliergonella cuspidata",2016,1,NA,NA,NA,0.00561570121599581
"185","C1","Ceratodon purpureus",2016,1,NA,NA,NA,0.006512947414861
"186","C1","Cratoneuron filicinum",2016,1,NA,NA,NA,0.00288856408311864
"187","C1","Daucus carota",2019,1,23.0545981708824,0.450307692307692,1.12313698630137,0.00120167571444516
"188","C1","Dicranella heteromalla",2016,1,NA,NA,NA,0.00565840331960546
"189","C1","Dicranum scoparium",2016,1,NA,NA,NA,0.000888959571465597
"190","C1","Fissidens taxifolius",2016,1,NA,NA,NA,0.00130988252959743
"191","C1","Fraxinus excelsior",2020,1,12.4712907445062,19.955,64.4747434736842,0.00436644388962475
"192","C1","Frullania dilatata",2016,1,NA,NA,NA,0.00132606962025793
"193","C1","Homalothecium lutescens",2016,1,NA,NA,NA,0.000266778467281061
"194","C1","Hypericum calycinum",2022,1,11.5,0.32,0.45,0.00101256393605653
"195","C1","Hypnum cupressiforme",2016,1,NA,NA,NA,0.00780647468413129
"196","C1","Impatiens glandulifera",2019,1,38.3,1.44444444444444,9.37,0.0306216016076104
"197","C1","Kindbergia praelonga",2016,1,NA,NA,NA,0.00863082126836965
"198","C1","Leptodictyum riparium",2016,1,NA,NA,NA,0.00189670753697273
"199","C1","Lewinskya affinis",2016,1,NA,NA,NA,0.0074766230585248
"200","C1","Lophocolea bidentata",2016,1,NA,NA,NA,0.00243553675019366
"201","C1","Malva moschata",2020,1,20.0333333333333,0.43125,NA,0.000557490616025017
"202","C1","Mnium hornum",2016,1,NA,NA,NA,0.00749228541516585
"203","C1","Orthotrichum diaphanum",2016,1,NA,NA,NA,0.00475825958559995
"204","C1","Orthotrichum pulchellum",2016,1,NA,NA,NA,0.00238841066844693
"205","C1","Plagiomnium undulatum",2016,1,NA,NA,NA,0.00218014338794395
"206","C1","Polytrichum formosum",2016,1,NA,NA,NA,0.00525605819864675
"207","C1","Polytrichum juniperinum",2016,1,NA,NA,NA,0.000368245712003015
"208","C1","Prunella vulgaris",2020,1,29.0513089351181,0.157670307692308,0.963407676470588,0.0108838777761191
"209","C1","Pseudoscleropodium purum",2016,1,NA,NA,NA,0.000757352156608123
"210","C1","Pseudotaxiphyllum elegans",2016,1,NA,NA,NA,0.00655788998798356
"211","C1","Pulvigera lyellii",2016,1,NA,NA,NA,0.001824960073016
"212","C1","Rhinanthus minor",2020,1,20.0238144945455,0.39375,2.00985714285714,0.000431417234036442
"213","C1","Rhynchostegium confertum",2016,1,NA,NA,NA,0.00451199627429045
"214","C1","Rhytidiadelphus squarrosus",2016,1,NA,NA,NA,0.00611992932534143
"215","C1","Rosulabryum capillare",2016,1,NA,NA,NA,0.006464486644347
"216","C1","Schistidium crassipilum",2016,1,NA,NA,NA,0.00218250883425335
"217","C1","Silene dioica",2019,3,39.2691578947368,0.589,0.662,0.0112789827148048
"218","C1","Tortula muralis",2016,1,NA,NA,NA,0.00454352307241878
"219","C1","Ulota bruchii",2016,1,NA,NA,NA,0.00135247210114083
"220","C1","Vinealobryum insulanum",2016,1,NA,NA,NA,0.00631165509815953
"221","C10","Fritillaria meleagris",2022,1,23.7071428571429,0.225,1.66,0.00515460765789184
"222","C10","Impatiens glandulifera",2015,1,38.3,1.44444444444444,9.37,0.0306216016076104
"223","C10","Prunella vulgaris",2022,1,29.0513089351181,0.157670307692308,0.963407676470588,0.0108838777761191
"224","C2","Aethusa cynapium",2022,1,33.31,0.490625,1.35,0.000482253383161915
"225","C2","Borago officinalis",2020,2,24.848,0.31,17.045,0.0187755194088941
"226","C2","Borago officinalis",2022,1,24.848,0.31,17.045,0.0187755194088941
"227","C2","Circaea lutetiana",2022,1,36.7,0.3775,2.68014285714286,0.00296871830661071
"228","C2","Cirsium arvense",2020,2,15.3333392966667,0.780030272727273,1.24347022727273,0.00374535552341335
"229","C2","Datura stramonium",2020,1,25.9304849505263,1.29166666666667,10.3750769230769,0.000482253383161915
"230","C2","Elymus repens",2013,1,24.4979307182857,0.65500725,3.814084,0.000489388017957863
"231","C2","Fagus sylvatica",2020,1,15.1312086914368,23.9347058823529,246.218081555556,0.00716135138700591
"232","C2","Fagus sylvatica",2021,1,15.1312086914368,23.9347058823529,246.218081555556,0.00716135138700591
"233","C2","Fagus sylvatica",2022,1,15.1312086914368,23.9347058823529,246.218081555556,0.00716135138700591
"234","C2","Hypericum androsaemum",2019,2,NA,0.58,0.0625,0.0104642465704262
"235","C2","Hypericum androsaemum",2020,1,NA,0.58,0.0625,0.0104642465704262
"236","C2","Jacobaea vulgaris",2020,1,25.32119,NA,0.197992,0.00386655345337921
"237","C2","Papaver orientale",2020,1,NA,NA,0.2,0.000482253383161915
"238","C2","Plantago major",2020,1,21.7863851375926,0.253048407411111,0.192904526315789,0.00290782902708023
"239","C2","Prunus cerasifera",2019,1,10.8005,7.114,468.017193142857,0.00106325794639347
"240","C2","Prunus lusitanica",2020,1,5.73333411415632,12,NA,0.00239377838914192
"241","C2","Quercus rubra",2020,1,15.2319312191465,19.2614824897242,3303.651682,0.000489388017957863
"242","C2","Reynoutria japonica",2022,1,18.92,1.44444444444444,NA,0.0101957444629139
"243","C2","Senecio vulgaris",2023,1,42.5093814814815,0.422068965517241,0.209043294117647,0.00135068752071295
"244","C2","Sorbus aucuparia",2020,1,10.7430853767383,8.70430268589744,15.6541576,0.00213857538939472
"245","C2","Veronica beccabunga",2022,2,41.6196697727273,0.616644444444444,0.247105263157895,0.000994803550954397
"246","C3","Alliaria petiolata",2018,1,47.0135,0.561111111111111,2.70525,0.0225631389979403
"247","C3","Alliaria petiolata",2020,2,47.0135,0.561111111111111,2.70525,0.0225631389979403
"248","C3","Athyrium filix-femina",2020,1,22.6866666666667,0.65,NA,0.000674713702681856
"249","C3","Bellis perennis",2020,1,27.9817033727273,0.0685248571428571,0.1287879,0.00269686383985852
"250","C3","Chelidonium majus",2023,1,44.8854545454545,0.4875,0.753333333333333,0.000682791105846203
"251","C3","Cymbalaria muralis",2023,1,24.8666666666667,0.25,0.13,0.000659925682221569
"252","C3","Cyperus eragrostis",2022,1,NA,NA,0.114,0.000659925682221569
"253","C3","Fraxinus excelsior",2020,2,12.4712907445062,19.955,64.4747434736842,0.00436644388962475
"254","C3","Galium aparine",2021,1,33.0207584241613,0.724702416666667,9.92278709523809,0.00119836862282465
"255","C3","Hedera helix",2020,1,11.850317826087,12.57559525,23.27036375,0.00585323858383034
"256","C3","Hyacinthoides hispanica",2018,1,24.275,NA,NA,0.000659925682221569
"257","C3","Ilex aquifolium",2021,1,6.27795538550501,11.7487684827586,38.6608245454545,0.0069099676200276
"258","C3","Jacobaea vulgaris",2020,1,25.32119,NA,0.197992,0.00386655345337921
"259","C3","Melissa officinalis",2020,1,NA,0.525,0.311,0.00538060150854846
"260","C3","Silene dioica",2018,1,39.2691578947368,0.589,0.662,0.0112789827148048
"261","C3","Tanacetum parthenium",2021,2,36.3,0.29,0.1,0.00535541947967418
"262","C4","Aegopodium podagraria",2022,1,27.8824242421053,0.578125,2.3615,0.00151807728023159
"263","C4","Agrostemma githago",2021,1,17.818,0.744615384615385,12.2004,0.00120552214428082
"264","C4","Alliaria petiolata",2018,1,47.0135,0.561111111111111,2.70525,0.0225631389979403
"265","C4","Alliaria petiolata",2022,2,47.0135,0.561111111111111,2.70525,0.0225631389979403
"266","C4","Asplenium scolopendrium",2021,1,17.6333333333333,0.325,NA,0.001299192692891
"267","C4","Borago officinalis",2019,1,24.848,0.31,17.045,0.0187755194088941
"268","C4","Borago officinalis",2020,1,24.848,0.31,17.045,0.0187755194088941
"269","C4","Caltha palustris",2020,1,40.0352288608696,0.2625,1.1025,0.002904883215112
"270","C4","Campanula poscharskyana",2019,1,NA,NA,NA,0.000313464699055246
"271","C4","Chamaenerion angustifolium",2020,1,NA,NA,0.245,0.00242400946310117
"272","C4","Cirsium arvense",2019,1,15.3333392966667,0.780030272727273,1.24347022727273,0.00374535552341335
"273","C4","Corylus avellana",2019,1,19.4326653124865,4.14457575757576,1096.23131416667,0.00934888593265385
"274","C4","Corylus avellana",2021,1,19.4326653124865,4.14457575757576,1096.23131416667,0.00934888593265385
"275","C4","Equisetum telmateia",2024,1,16.1849666666667,1.3125,NA,0.000313464699055246
"276","C4","Fraxinus excelsior",2020,1,12.4712907445062,19.955,64.4747434736842,0.00436644388962475
"277","C4","Geranium pratense",2021,1,24.5129090745946,0.361125,8.09,0.00226247622040448
"278","C4","Heracleum sphondylium",2022,1,21.473155992,1.35625,7.7147,0.00656349314230942
"279","C4","Heracleum sphondylium",2024,1,21.473155992,1.35625,7.7147,0.00656349314230942
"280","C4","Hydrocotyle ranunculoides",2014,2,NA,NA,NA,0.00369299785703144
"281","C4","Hypericum calycinum",2022,1,11.5,0.32,0.45,0.00101256393605653
"282","C4","Ilex aquifolium",2021,1,6.27795538550501,11.7487684827586,38.6608245454545,0.0069099676200276
"283","C4","Juncus effusus",2022,1,9.21830191226316,0.796701285714286,0.02042,0.000387553374098358
"284","C4","Oxalis incarnata",2022,1,NA,NA,NA,0.000313464699055246
"285","C4","Prunus spinosa",2024,1,13.6342957207919,2.308,199.474305176471,0.0256373433515554
"286","C4","Quercus palustris",2019,1,12.7460400041667,19.8135249605885,1070.1545708,0.000313464699055246
"287","C4","Rosa canina",2020,1,12.3085283065587,1.64,15.5887229090909,0.000497217268833238
"288","C4","Rosa rugosa",2021,1,10.3921999828292,1.35,9.55,0.0028099005037952
"289","C4","Silene dioica",2017,3,39.2691578947368,0.589,0.662,0.0112789827148048
"290","C4","Silene dioica",2019,1,39.2691578947368,0.589,0.662,0.0112789827148048
"291","C4","Silene dioica",2020,1,39.2691578947368,0.589,0.662,0.0112789827148048
"292","C4","Sorbus aucuparia",2021,1,10.7430853767383,8.70430268589744,15.6541576,0.00213857538939472
"293","C4","Stachys sylvatica",2021,1,46.49625,0.525,1.47125,0.00788681115440144
"294","C4","Urtica dioica",2021,1,22.1834656468364,0.480761904761905,0.1262775,0.00336787964435186
"295","C4","Viburnum opulus",2021,3,14.6311605956885,2.91666666666667,35.310952,0.00197050095154002
"296","C5","Acer pseudoplatanus",2024,1,14.6957418110658,16.100989010989,93.3927255384615,0.00362216514904225
"297","C5","Acer saccharinum",2022,1,29.7,18.8984013190437,216.765355142857,0.000545155998356945
"298","C5","Artemisia vulgaris",2021,1,24.122352942,1.35,0.1665,0.00197244991295145
"299","C5","Calystegia silvatica",2024,1,23.1,2,NA,0.00282470582327534
"300","C5","Cardamine pratensis",2019,1,22.993097899,0.327857142857143,0.6,0.0205107701622765
"301","C5","Cirsium palustre",2020,1,17.25154896,0.704666666666667,1.71333333333333,0.000691134154925848
"302","C5","Erodium cicutarium",2020,1,28.320826425,0.43928575,2.30780508333333,0.000545155998356945
"303","C5","Fraxinus excelsior",2024,1,12.4712907445062,19.955,64.4747434736842,0.00436644388962475
