"","Site","Plot","Quadrant","Species","Cover","Year","SLA","Height","SeedMass","Introduced_status","Majortriad","Minortriad","Beta_contrib_major","Beta_contrib_minor","Beta_contrib_plot"
"15","Boothby","NW333","1","Geranium lucidum",0.1,"2022",27.425,0.203125,0.475,"Native","NW3","3",3.17820099258511e-05,0.000256245991948286,NA
"16","Boothby","NW333","1","Geranium lucidum",0.1,"2022",27.425,0.203125,0.475,"Native","NW3","3",3.17820099258511e-05,0.000256245991948286,NA
"17","Boothby","NW333","1","Geranium lucidum",0.1,"2022",27.425,0.203125,0.475,"Native","NW3","3",3.17820099258511e-05,0.000256245991948286,NA
"18","Boothby","NW333","1","Geranium lucidum",0.1,"2022",27.425,0.203125,0.475,"Native","NW3","3",3.17820099258511e-05,0.000256245991948286,NA
"19","Boothby","NW333","2","Triticum aestivum",90,"2022",22.7166666666667,1.05454545454545,37.0176923076923,"Introduced","NW3","3",0.242188146005383,0.499807823716946,NA
"20","Boothby","NW333","2","Triticum aestivum",90,"2022",22.7166666666667,1.05454545454545,37.0176923076923,"Introduced","NW3","3",0.242188146005383,0.499807823716946,NA
"21","Boothby","NW333","3","Triticum aestivum",100,"2022",22.7166666666667,1.05454545454545,37.0176923076923,"Introduced","NW3","3",0.242188146005383,0.499807823716946,NA
"22","Boothby","NW333","3","Triticum aestivum",100,"2022",22.7166666666667,1.05454545454545,37.0176923076923,"Introduced","NW3","3",0.242188146005383,0.499807823716946,NA
"23","Boothby","NW333","4","Triticum aestivum",100,"2022",22.7166666666667,1.05454545454545,37.0176923076923,"Introduced","NW3","3",0.242188146005383,0.499807823716946,NA
"24","Boothby","NW333","4","Triticum aestivum",100,"2022",22.7166666666667,1.05454545454545,37.0176923076923,"Introduced","NW3","3",0.242188146005383,0.499807823716946,NA
"25","Boothby","NW133","1","Arrhenatherum elatius",10,"2022",30.2525991922669,1.04941666666667,2.87263636363636,"Native","NW1","3",0.00807443201326434,0.0457825021749583,NA
"26","Boothby","NW133","1","Arrhenatherum elatius",10,"2022",30.2525991922669,1.04941666666667,2.87263636363636,"Native","NW1","3",0.00807443201326434,0.0457825021749583,NA
"27","Boothby","NW133","1","Arrhenatherum elatius",10,"2022",30.2525991922669,1.04941666666667,2.87263636363636,"Native","NW1","3",0.00807443201326434,0.0457825021749583,NA
"28","Boothby","NW133","1","Arrhenatherum elatius",10,"2022",30.2525991922669,1.04941666666667,2.87263636363636,"Native","NW1","3",0.00807443201326434,0.0457825021749583,NA
"29","Boothby","NW133","1","Phleum pratense",5,"2022",23.682393905122,0.312243243243243,0.378785714285714,"Native","NW1","3",0.0305825448559814,0.0300447670523164,NA
"30","Boothby","NW133","1","Phleum pratense",5,"2022",23.682393905122,0.312243243243243,0.378785714285714,"Native","NW1","3",0.0305825448559814,0.0300447670523164,NA
"31","Boothby","NW133","1","Phleum pratense",5,"2022",23.682393905122,0.312243243243243,0.378785714285714,"Native","NW1","3",0.0305825448559814,0.0300447670523164,NA
"32","Boothby","NW133","1","Dactylis glomerata",1,"2022",25.6180945078378,0.27101383,0.846644654545455,"Native","NW1","3",0.0137354466522471,0.00183130008699833,NA
"33","Boothby","NW133","1","Dactylis glomerata",1,"2022",25.6180945078378,0.27101383,0.846644654545455,"Native","NW1","3",0.0137354466522471,0.00183130008699833,NA
"34","Boothby","NW133","1","Dactylis glomerata",1,"2022",25.6180945078378,0.27101383,0.846644654545455,"Native","NW1","3",0.0137354466522471,0.00183130008699833,NA
"35","Boothby","NW133","1","Dactylis glomerata",1,"2022",25.6180945078378,0.27101383,0.846644654545455,"Native","NW1","3",0.0137354466522471,0.00183130008699833,NA
"36","Boothby","NW133","1","Centaurea nigra",4,"2022",25.2104347826087,0.46875,2.43444444444444,"Native","NW1","3",0.00895065126800225,0.0248942355576336,NA
"37","Boothby","NW133","1","Centaurea nigra",4,"2022",25.2104347826087,0.46875,2.43444444444444,"Native","NW1","3",0.00895065126800225,0.0248942355576336,NA
"38","Boothby","NW133","1","Centaurea nigra",4,"2022",25.2104347826087,0.46875,2.43444444444444,"Native","NW1","3",0.00895065126800225,0.0248942355576336,NA
"39","Boothby","NW133","1","Rubus fruticosus",35,"2022",15.78375,1.82875,2.295,"Native","NW1","3",0.0449373060255543,0.264680090698978,NA
"40","Boothby","NW133","1","Rubus fruticosus",35,"2022",15.78375,1.82875,2.295,"Native","NW1","3",0.0449373060255543,0.264680090698978,NA
"41","Boothby","NW133","1","Rubus fruticosus",35,"2022",15.78375,1.82875,2.295,"Native","NW1","3",0.0449373060255543,0.264680090698978,NA
"42","Boothby","NW133","1","Rubus fruticosus",35,"2022",15.78375,1.82875,2.295,"Native","NW1","3",0.0449373060255543,0.264680090698978,NA
"43","Boothby","NW133","1","Rubus fruticosus",35,"2022",15.78375,1.82875,2.295,"Native","NW1","3",0.0449373060255543,0.264680090698978,NA
"44","Boothby","NW133","1","Vicia tetrasperma",10,"2022",31.8964966933333,0.384375,4.24571428571429,"Native","NW1","3",0.00626108283109401,0.0369121423785602,NA
"45","Boothby","NW133","1","Vicia tetrasperma",10,"2022",31.8964966933333,0.384375,4.24571428571429,"Native","NW1","3",0.00626108283109401,0.0369121423785602,NA
"46","Boothby","NW133","1","Vicia tetrasperma",10,"2022",31.8964966933333,0.384375,4.24571428571429,"Native","NW1","3",0.00626108283109401,0.0369121423785602,NA
"47","Boothby","NW133","1","Lotus corniculatus",0.1,"2022",22.0211194113235,0.165488888888889,1.21033653731343,"Native","NW1","3",1.94142103289737e-05,0.000114456255437396,NA
"48","Boothby","NW133","1","Lotus corniculatus",0.1,"2022",22.0211194113235,0.165488888888889,1.21033653731343,"Native","NW1","3",1.94142103289737e-05,0.000114456255437396,NA
"49","Boothby","NW133","1","Lotus corniculatus",0.1,"2022",22.0211194113235,0.165488888888889,1.21033653731343,"Native","NW1","3",1.94142103289737e-05,0.000114456255437396,NA
"50","Boothby","NW133","1","Lotus corniculatus",0.1,"2022",22.0211194113235,0.165488888888889,1.21033653731343,"Native","NW1","3",1.94142103289737e-05,0.000114456255437396,NA
"51","Boothby","NW133","2","Arrhenatherum elatius",15,"2022",30.2525991922669,1.04941666666667,2.87263636363636,"Native","NW1","3",0.00807443201326434,0.0457825021749583,NA
"52","Boothby","NW133","2","Arrhenatherum elatius",15,"2022",30.2525991922669,1.04941666666667,2.87263636363636,"Native","NW1","3",0.00807443201326434,0.0457825021749583,NA
"53","Boothby","NW133","2","Arrhenatherum elatius",15,"2022",30.2525991922669,1.04941666666667,2.87263636363636,"Native","NW1","3",0.00807443201326434,0.0457825021749583,NA
"54","Boothby","NW133","2","Arrhenatherum elatius",15,"2022",30.2525991922669,1.04941666666667,2.87263636363636,"Native","NW1","3",0.00807443201326434,0.0457825021749583,NA
"55","Boothby","NW133","2","Phleum pratense",10,"2022",23.682393905122,0.312243243243243,0.378785714285714,"Native","NW1","3",0.0305825448559814,0.0300447670523164,NA
"56","Boothby","NW133","2","Phleum pratense",10,"2022",23.682393905122,0.312243243243243,0.378785714285714,"Native","NW1","3",0.0305825448559814,0.0300447670523164,NA
"57","Boothby","NW133","2","Phleum pratense",10,"2022",23.682393905122,0.312243243243243,0.378785714285714,"Native","NW1","3",0.0305825448559814,0.0300447670523164,NA
"58","Boothby","NW133","2","Agrostis capillaris",3,"2022",32.7332496245946,0.281833333333333,0.0651619047619048,"Native","NW1","3",0.00252384734276658,0.0148793132068615,NA
"59","Boothby","NW133","2","Agrostis capillaris",3,"2022",32.7332496245946,0.281833333333333,0.0651619047619048,"Native","NW1","3",0.00252384734276658,0.0148793132068615,NA
"60","Boothby","NW133","2","Agrostis capillaris",3,"2022",32.7332496245946,0.281833333333333,0.0651619047619048,"Native","NW1","3",0.00252384734276658,0.0148793132068615,NA
"61","Boothby","NW133","2","Agrostis capillaris",3,"2022",32.7332496245946,0.281833333333333,0.0651619047619048,"Native","NW1","3",0.00252384734276658,0.0148793132068615,NA
"62","Boothby","NW133","2","Centaurea nigra",10,"2022",25.2104347826087,0.46875,2.43444444444444,"Native","NW1","3",0.00895065126800225,0.0248942355576336,NA
"63","Boothby","NW133","2","Centaurea nigra",10,"2022",25.2104347826087,0.46875,2.43444444444444,"Native","NW1","3",0.00895065126800225,0.0248942355576336,NA
"64","Boothby","NW133","2","Centaurea nigra",10,"2022",25.2104347826087,0.46875,2.43444444444444,"Native","NW1","3",0.00895065126800225,0.0248942355576336,NA
"65","Boothby","NW133","2","Rubus fruticosus",50,"2022",15.78375,1.82875,2.295,"Native","NW1","3",0.0449373060255543,0.264680090698978,NA
"66","Boothby","NW133","2","Rubus fruticosus",50,"2022",15.78375,1.82875,2.295,"Native","NW1","3",0.0449373060255543,0.264680090698978,NA
"67","Boothby","NW133","2","Rubus fruticosus",50,"2022",15.78375,1.82875,2.295,"Native","NW1","3",0.0449373060255543,0.264680090698978,NA
"68","Boothby","NW133","2","Rubus fruticosus",50,"2022",15.78375,1.82875,2.295,"Native","NW1","3",0.0449373060255543,0.264680090698978,NA
"69","Boothby","NW133","2","Rubus fruticosus",50,"2022",15.78375,1.82875,2.295,"Native","NW1","3",0.0449373060255543,0.264680090698978,NA
"70","Boothby","NW133","2","Vicia tetrasperma",10,"2022",31.8964966933333,0.384375,4.24571428571429,"Native","NW1","3",0.00626108283109401,0.0369121423785602,NA
"71","Boothby","NW133","2","Vicia tetrasperma",10,"2022",31.8964966933333,0.384375,4.24571428571429,"Native","NW1","3",0.00626108283109401,0.0369121423785602,NA
"72","Boothby","NW133","2","Vicia tetrasperma",10,"2022",31.8964966933333,0.384375,4.24571428571429,"Native","NW1","3",0.00626108283109401,0.0369121423785602,NA
"73","Boothby","NW133","2","Trisetum flavescens",0.1,"2022",22.6092905778947,0.492666666666667,0.4592,"Native","NW1","3",2.91213154934605e-05,0.000171684383156094,NA
"74","Boothby","NW133","2","Trisetum flavescens",0.1,"2022",22.6092905778947,0.492666666666667,0.4592,"Native","NW1","3",2.91213154934605e-05,0.000171684383156094,NA
"75","Boothby","NW133","2","Trisetum flavescens",0.1,"2022",22.6092905778947,0.492666666666667,0.4592,"Native","NW1","3",2.91213154934605e-05,0.000171684383156094,NA
"76","Boothby","NW133","2","Cirsium dissectum",1,"2022",18.4553846153846,0.45,2.37,"Native","NW1","3",0.000145606577467302,0.000858421915780469,NA
"77","Boothby","NW133","2","Cirsium dissectum",1,"2022",18.4553846153846,0.45,2.37,"Native","NW1","3",0.000145606577467302,0.000858421915780469,NA
"78","Boothby","NW133","2","Cirsium dissectum",1,"2022",18.4553846153846,0.45,2.37,"Native","NW1","3",0.000145606577467302,0.000858421915780469,NA
"79","Boothby","NW133","2","Cynosurus cristatus",1,"2022",22.9468112889474,0.433525272727273,0.493052923076923,"Native","NW1","3",0.000822421719371525,0.000858421915780469,NA
"80","Boothby","NW133","2","Cynosurus cristatus",1,"2022",22.9468112889474,0.433525272727273,0.493052923076923,"Native","NW1","3",0.000822421719371525,0.000858421915780469,NA
"81","Boothby","NW133","2","Cynosurus cristatus",1,"2022",22.9468112889474,0.433525272727273,0.493052923076923,"Native","NW1","3",0.000822421719371525,0.000858421915780469,NA
"82","Boothby","NW133","3","Arrhenatherum elatius",5,"2022",30.2525991922669,1.04941666666667,2.87263636363636,"Native","NW1","3",0.00807443201326434,0.0457825021749583,NA
"83","Boothby","NW133","3","Arrhenatherum elatius",5,"2022",30.2525991922669,1.04941666666667,2.87263636363636,"Native","NW1","3",0.00807443201326434,0.0457825021749583,NA
"84","Boothby","NW133","3","Arrhenatherum elatius",5,"2022",30.2525991922669,1.04941666666667,2.87263636363636,"Native","NW1","3",0.00807443201326434,0.0457825021749583,NA
"85","Boothby","NW133","3","Arrhenatherum elatius",5,"2022",30.2525991922669,1.04941666666667,2.87263636363636,"Native","NW1","3",0.00807443201326434,0.0457825021749583,NA
"86","Boothby","NW133","3","Phleum pratense",5,"2022",23.682393905122,0.312243243243243,0.378785714285714,"Native","NW1","3",0.0305825448559814,0.0300447670523164,NA
"87","Boothby","NW133","3","Phleum pratense",5,"2022",23.682393905122,0.312243243243243,0.378785714285714,"Native","NW1","3",0.0305825448559814,0.0300447670523164,NA
"88","Boothby","NW133","3","Phleum pratense",5,"2022",23.682393905122,0.312243243243243,0.378785714285714,"Native","NW1","3",0.0305825448559814,0.0300447670523164,NA
"89","Boothby","NW133","3","Dactylis glomerata",0.5,"2022",25.6180945078378,0.27101383,0.846644654545455,"Native","NW1","3",0.0137354466522471,0.00183130008699833,NA
"90","Boothby","NW133","3","Dactylis glomerata",0.5,"2022",25.6180945078378,0.27101383,0.846644654545455,"Native","NW1","3",0.0137354466522471,0.00183130008699833,NA
"91","Boothby","NW133","3","Dactylis glomerata",0.5,"2022",25.6180945078378,0.27101383,0.846644654545455,"Native","NW1","3",0.0137354466522471,0.00183130008699833,NA
"92","Boothby","NW133","3","Dactylis glomerata",0.5,"2022",25.6180945078378,0.27101383,0.846644654545455,"Native","NW1","3",0.0137354466522471,0.00183130008699833,NA
"93","Boothby","NW133","3","Agrostis capillaris",5,"2022",32.7332496245946,0.281833333333333,0.0651619047619048,"Native","NW1","3",0.00252384734276658,0.0148793132068615,NA
"94","Boothby","NW133","3","Agrostis capillaris",5,"2022",32.7332496245946,0.281833333333333,0.0651619047619048,"Native","NW1","3",0.00252384734276658,0.0148793132068615,NA
"95","Boothby","NW133","3","Agrostis capillaris",5,"2022",32.7332496245946,0.281833333333333,0.0651619047619048,"Native","NW1","3",0.00252384734276658,0.0148793132068615,NA
"96","Boothby","NW133","3","Agrostis capillaris",5,"2022",32.7332496245946,0.281833333333333,0.0651619047619048,"Native","NW1","3",0.00252384734276658,0.0148793132068615,NA
"97","Boothby","NW133","3","Trisetum flavescens",0.1,"2022",22.6092905778947,0.492666666666667,0.4592,"Native","NW1","3",2.91213154934605e-05,0.000171684383156094,NA
"98","Boothby","NW133","3","Trisetum flavescens",0.1,"2022",22.6092905778947,0.492666666666667,0.4592,"Native","NW1","3",2.91213154934605e-05,0.000171684383156094,NA
"99","Boothby","NW133","3","Trisetum flavescens",0.1,"2022",22.6092905778947,0.492666666666667,0.4592,"Native","NW1","3",2.91213154934605e-05,0.000171684383156094,NA
"100","Boothby","NW133","3","Rubus fruticosus",50,"2022",15.78375,1.82875,2.295,"Native","NW1","3",0.0449373060255543,0.264680090698978,NA
"101","Boothby","NW133","3","Rubus fruticosus",50,"2022",15.78375,1.82875,2.295,"Native","NW1","3",0.0449373060255543,0.264680090698978,NA
"102","Boothby","NW133","3","Rubus fruticosus",50,"2022",15.78375,1.82875,2.295,"Native","NW1","3",0.0449373060255543,0.264680090698978,NA
"103","Boothby","NW133","3","Rubus fruticosus",50,"2022",15.78375,1.82875,2.295,"Native","NW1","3",0.0449373060255543,0.264680090698978,NA
"104","Boothby","NW133","3","Rubus fruticosus",50,"2022",15.78375,1.82875,2.295,"Native","NW1","3",0.0449373060255543,0.264680090698978,NA
"105","Boothby","NW133","3","Vicia tetrasperma",15,"2022",31.8964966933333,0.384375,4.24571428571429,"Native","NW1","3",0.00626108283109401,0.0369121423785602,NA
"106","Boothby","NW133","3","Vicia tetrasperma",15,"2022",31.8964966933333,0.384375,4.24571428571429,"Native","NW1","3",0.00626108283109401,0.0369121423785602,NA
"107","Boothby","NW133","3","Vicia tetrasperma",15,"2022",31.8964966933333,0.384375,4.24571428571429,"Native","NW1","3",0.00626108283109401,0.0369121423785602,NA
"108","Boothby","NW133","3","Picris echioides",0.5,"2022",35.7777777777778,0.425,1.31,"Native","NW1","3",0.00041255196949069,0.00243219542804466,NA
"109","Boothby","NW133","4","Arrhenatherum elatius",10,"2022",30.2525991922669,1.04941666666667,2.87263636363636,"Native","NW1","3",0.00807443201326434,0.0457825021749583,NA
"110","Boothby","NW133","4","Arrhenatherum elatius",10,"2022",30.2525991922669,1.04941666666667,2.87263636363636,"Native","NW1","3",0.00807443201326434,0.0457825021749583,NA
"111","Boothby","NW133","4","Arrhenatherum elatius",10,"2022",30.2525991922669,1.04941666666667,2.87263636363636,"Native","NW1","3",0.00807443201326434,0.0457825021749583,NA
"112","Boothby","NW133","4","Arrhenatherum elatius",10,"2022",30.2525991922669,1.04941666666667,2.87263636363636,"Native","NW1","3",0.00807443201326434,0.0457825021749583,NA
"113","Boothby","NW133","4","Phleum pratense",15,"2022",23.682393905122,0.312243243243243,0.378785714285714,"Native","NW1","3",0.0305825448559814,0.0300447670523164,NA
"114","Boothby","NW133","4","Phleum pratense",15,"2022",23.682393905122,0.312243243243243,0.378785714285714,"Native","NW1","3",0.0305825448559814,0.0300447670523164,NA
"115","Boothby","NW133","4","Phleum pratense",15,"2022",23.682393905122,0.312243243243243,0.378785714285714,"Native","NW1","3",0.0305825448559814,0.0300447670523164,NA
"116","Boothby","NW133","4","Dactylis glomerata",0.1,"2022",25.6180945078378,0.27101383,0.846644654545455,"Native","NW1","3",0.0137354466522471,0.00183130008699833,NA
"117","Boothby","NW133","4","Dactylis glomerata",0.1,"2022",25.6180945078378,0.27101383,0.846644654545455,"Native","NW1","3",0.0137354466522471,0.00183130008699833,NA
"118","Boothby","NW133","4","Dactylis glomerata",0.1,"2022",25.6180945078378,0.27101383,0.846644654545455,"Native","NW1","3",0.0137354466522471,0.00183130008699833,NA
"119","Boothby","NW133","4","Dactylis glomerata",0.1,"2022",25.6180945078378,0.27101383,0.846644654545455,"Native","NW1","3",0.0137354466522471,0.00183130008699833,NA
"120","Boothby","NW133","4","Agrostis capillaris",5,"2022",32.7332496245946,0.281833333333333,0.0651619047619048,"Native","NW1","3",0.00252384734276658,0.0148793132068615,NA
"121","Boothby","NW133","4","Agrostis capillaris",5,"2022",32.7332496245946,0.281833333333333,0.0651619047619048,"Native","NW1","3",0.00252384734276658,0.0148793132068615,NA
"122","Boothby","NW133","4","Agrostis capillaris",5,"2022",32.7332496245946,0.281833333333333,0.0651619047619048,"Native","NW1","3",0.00252384734276658,0.0148793132068615,NA
"123","Boothby","NW133","4","Agrostis capillaris",5,"2022",32.7332496245946,0.281833333333333,0.0651619047619048,"Native","NW1","3",0.00252384734276658,0.0148793132068615,NA
"124","Boothby","NW133","4","Centaurea nigra",15,"2022",25.2104347826087,0.46875,2.43444444444444,"Native","NW1","3",0.00895065126800225,0.0248942355576336,NA
"125","Boothby","NW133","4","Centaurea nigra",15,"2022",25.2104347826087,0.46875,2.43444444444444,"Native","NW1","3",0.00895065126800225,0.0248942355576336,NA
"126","Boothby","NW133","4","Centaurea nigra",15,"2022",25.2104347826087,0.46875,2.43444444444444,"Native","NW1","3",0.00895065126800225,0.0248942355576336,NA
"127","Boothby","NW133","4","Rubus fruticosus",50,"2022",15.78375,1.82875,2.295,"Native","NW1","3",0.0449373060255543,0.264680090698978,NA
"128","Boothby","NW133","4","Rubus fruticosus",50,"2022",15.78375,1.82875,2.295,"Native","NW1","3",0.0449373060255543,0.264680090698978,NA
"129","Boothby","NW133","4","Rubus fruticosus",50,"2022",15.78375,1.82875,2.295,"Native","NW1","3",0.0449373060255543,0.264680090698978,NA
"130","Boothby","NW133","4","Rubus fruticosus",50,"2022",15.78375,1.82875,2.295,"Native","NW1","3",0.0449373060255543,0.264680090698978,NA
"131","Boothby","NW133","4","Rubus fruticosus",50,"2022",15.78375,1.82875,2.295,"Native","NW1","3",0.0449373060255543,0.264680090698978,NA
"132","Boothby","NW133","4","Vicia tetrasperma",8,"2022",31.8964966933333,0.384375,4.24571428571429,"Native","NW1","3",0.00626108283109401,0.0369121423785602,NA
"133","Boothby","NW133","4","Vicia tetrasperma",8,"2022",31.8964966933333,0.384375,4.24571428571429,"Native","NW1","3",0.00626108283109401,0.0369121423785602,NA
"134","Boothby","NW133","4","Vicia tetrasperma",8,"2022",31.8964966933333,0.384375,4.24571428571429,"Native","NW1","3",0.00626108283109401,0.0369121423785602,NA
"135","Boothby","NW133","4","Picris echioides",8,"2022",35.7777777777778,0.425,1.31,"Native","NW1","3",0.00041255196949069,0.00243219542804466,NA
"136","Boothby","NW113","1","Vicia faba",95,"2022",27.2542857142857,0.6427,855.3375,"Introduced","NW1","1",0.182077993416721,0.29785035718593,0.481536042942491
"137","Boothby","NW113","1","Chenopodium album",2,"2022",22.8641729198214,1.41235294117647,0.703453780487805,"Native","NW1","1",0.0010289531474356,0.00533907475289177,0.0161267382445705
"138","Boothby","NW113","1","Chenopodium album",2,"2022",22.8641729198214,1.41235294117647,0.703453780487805,"Native","NW1","1",0.0010289531474356,0.00533907475289177,0.0161267382445705
"139","Boothby","NW113","2","Vicia faba",100,"2022",27.2542857142857,0.6427,855.3375,"Introduced","NW1","1",0.182077993416721,0.29785035718593,0.481536042942491
"140","Boothby","NW113","2","Chenopodium album",4,"2022",22.8641729198214,1.41235294117647,0.703453780487805,"Native","NW1","1",0.0010289531474356,0.00533907475289177,0.0161267382445705
"141","Boothby","NW113","2","Chenopodium album",4,"2022",22.8641729198214,1.41235294117647,0.703453780487805,"Native","NW1","1",0.0010289531474356,0.00533907475289177,0.0161267382445705
"142","Boothby","NW113","2","Fallopia convolvulus",2,"2022",23.875,0.695833333333333,3.42,"Introduced","NW1","1",0.000194142103289737,0.00121439498438344,0.00477280017874526
"143","Boothby","NW113","2","Fallopia convolvulus",2,"2022",23.875,0.695833333333333,3.42,"Introduced","NW1","1",0.000194142103289737,0.00121439498438344,0.00477280017874526
"144","Boothby","NW113","3","Vicia faba",100,"2022",27.2542857142857,0.6427,855.3375,"Introduced","NW1","1",0.182077993416721,0.29785035718593,0.481536042942491
"145","Boothby","NW113","3","Chenopodium album",2,"2022",22.8641729198214,1.41235294117647,0.703453780487805,"Native","NW1","1",0.0010289531474356,0.00533907475289177,0.0161267382445705
"146","Boothby","NW113","3","Chenopodium album",2,"2022",22.8641729198214,1.41235294117647,0.703453780487805,"Native","NW1","1",0.0010289531474356,0.00533907475289177,0.0161267382445705
"147","Boothby","NW113","4","Vicia faba",100,"2022",27.2542857142857,0.6427,855.3375,"Introduced","NW1","1",0.182077993416721,0.29785035718593,0.481536042942491
"148","Boothby","NW113","4","Chenopodium album",1,"2022",22.8641729198214,1.41235294117647,0.703453780487805,"Native","NW1","1",0.0010289531474356,0.00533907475289177,0.0161267382445705
"149","Boothby","NW113","4","Chenopodium album",1,"2022",22.8641729198214,1.41235294117647,0.703453780487805,"Native","NW1","1",0.0010289531474356,0.00533907475289177,0.0161267382445705
"150","Boothby","NW112","1","Vicia faba",40,"2022",27.2542857142857,0.6427,855.3375,"Introduced","NW1","1",0.182077993416721,0.29785035718593,0.481536042942491
"151","Boothby","NW112","1","Chenopodium album",1.5,"2022",22.8641729198214,1.41235294117647,0.703453780487805,"Native","NW1","1",0.0010289531474356,0.00533907475289177,0.0161267382445705
"152","Boothby","NW112","1","Chenopodium album",1.5,"2022",22.8641729198214,1.41235294117647,0.703453780487805,"Native","NW1","1",0.0010289531474356,0.00533907475289177,0.0161267382445705
"153","Boothby","NW112","2","Vicia faba",95,"2022",27.2542857142857,0.6427,855.3375,"Introduced","NW1","1",0.182077993416721,0.29785035718593,0.481536042942491
"154","Boothby","NW112","3","Vicia faba",70,"2022",27.2542857142857,0.6427,855.3375,"Introduced","NW1","1",0.182077993416721,0.29785035718593,0.481536042942491
"155","Boothby","NW112","4","Vicia faba",40,"2022",27.2542857142857,0.6427,855.3375,"Introduced","NW1","1",0.182077993416721,0.29785035718593,0.481536042942491
"156","Boothby","NW111","1","Brachypodium sylvaticum",45,"2022",44.1189473684211,0.84375,2.62666666666667,"Native","NW1","1",0.029849348380797,0.186713228848954,0.419295858399601
"157","Boothby","NW111","1","Brachypodium sylvaticum",45,"2022",44.1189473684211,0.84375,2.62666666666667,"Native","NW1","1",0.029849348380797,0.186713228848954,0.419295858399601
"158","Boothby","NW111","1","Brachypodium sylvaticum",45,"2022",44.1189473684211,0.84375,2.62666666666667,"Native","NW1","1",0.029849348380797,0.186713228848954,0.419295858399601
"159","Boothby","NW111","1","Glechoma hederacea",6,"2022",35.1604444414286,0.2425,0.69,"Native","NW1","1",0.00753912693084741,0.0255022946720522,0.0572696782204333
"160","Boothby","NW111","1","Glechoma hederacea",6,"2022",35.1604444414286,0.2425,0.69,"Native","NW1","1",0.00753912693084741,0.0255022946720522,0.0572696782204333
"161","Boothby","NW111","1","Glechoma hederacea",6,"2022",35.1604444414286,0.2425,0.69,"Native","NW1","1",0.00753912693084741,0.0255022946720522,0.0572696782204333
"162","Boothby","NW111","1","Glechoma hederacea",6,"2022",35.1604444414286,0.2425,0.69,"Native","NW1","1",0.00753912693084741,0.0255022946720522,0.0572696782204333
"163","Boothby","NW111","1","Urtica dioica",0.1,"2022",22.1834656468364,0.480761904761905,0.1262775,"Native","NW1","1",0.0231667530224292,0.00925976175592372,0.0207943474490859
"164","Boothby","NW111","1","Urtica dioica",0.1,"2022",22.1834656468364,0.480761904761905,0.1262775,"Native","NW1","1",0.0231667530224292,0.00925976175592372,0.0207943474490859
"165","Boothby","NW111","1","Urtica dioica",0.1,"2022",22.1834656468364,0.480761904761905,0.1262775,"Native","NW1","1",0.0231667530224292,0.00925976175592372,0.0207943474490859
"166","Boothby","NW111","1","Urtica dioica",0.1,"2022",22.1834656468364,0.480761904761905,0.1262775,"Native","NW1","1",0.0231667530224292,0.00925976175592372,0.0207943474490859
