Date,Plot_id,Quadrant,Species,Cover,
08/06/2018,1122,3,Elymus trachycaulus,12,
08/06/2018,1122,3,Poa bulbosa,3,
08/06/2018,1122,3,browsed yellow,0,
08/06/2018,1122,3,soil,16,
08/06/2018,1122,3,rock,11,
08/06/2018,1122,3,moss,7,
08/06/2018,1122,3,Poa bulbosa,50,
08/06/2018,1122,3,Poa secunda,0,
08/06/2018,1122,1,Crepis acuminata,3,
08/06/2018,1122,1,Tragopogon dubius,0,
08/06/2018,1122,1,Alyssum desertorum,0,
08/06/2018,1122,1,Lactuca serriola,0.5,
08/06/2018,1122,1,Poa bulbosa,9,
08/06/2018,1122,1,Poa pratensis,0,
08/06/2018,1122,1,Bromus tectorum,0,
08/06/2018,1122,1,Elymus trachycaulus,7,
08/06/2018,1122,1,Poa bulbosa,0.5,
08/06/2018,1122,1,browsed yellow,0,
08/06/2018,1122,1,soil,12,
08/06/2018,1122,1,rock,4,
08/06/2018,1122,1,moss,4,
08/06/2018,1122,1,Poa bulbosa,70,
08/06/2018,1122,1,Poa secunda,0,
08/06/2018,1122,2,Crepis acuminata,20,
08/06/2018,1122,2,Tragopogon dubius,0,
08/06/2018,1122,2,Alyssum desertorum,0,
08/06/2018,1122,2,Lactuca serriola,0.5,
08/06/2018,1122,2,Poa bulbosa,4,
08/06/2018,1122,2,Poa pratensis,0,
08/06/2018,1122,2,Bromus tectorum,1,
08/06/2018,1122,2,Elymus trachycaulus,2,
08/06/2018,1122,2,Poa bulbosa,1,
08/06/2018,1122,2,browsed yellow,1,
08/06/2018,1122,2,soil,15,
08/06/2018,1122,2,rock,8,
08/06/2018,1122,2,moss,4,
08/06/2018,1122,2,Poa bulbosa,45,
08/06/2018,1122,2,Poa secunda,0.5,
14/06/2018,1133,COMBINED,Symphoricarpos oreophilus,50,
14/06/2018,1133,COMBINED,Isatis tinctoria,5,
14/06/2018,1133,COMBINED,Geranium viscosissimum,20,
14/06/2018,1133,COMBINED,Galium aparine,8,
14/06/2018,1133,COMBINED,Lactuca serriola,5,
14/06/2018,1133,COMBINED,Achillea millefolium,10,
14/06/2018,1133,COMBINED,Bromus tectorum,2,
14/06/2018,1133,COMBINED,Lithospermum ruderale,20,
14/06/2018,1133,COMBINED,Erigeron speciosus,8,
14/06/2018,1133,COMBINED,Symphoricarpos oreophilus,0,
14/06/2018,1133,COMBINED,Alyssum desertorum,0.5,
14/06/2018,1133,COMBINED,Tragopogon dubius,2,
14/06/2018,1133,COMBINED,Claytonia perfoliata,1,
14/06/2018,1133,COMBINED,Sisymbrium altissimum,1,
12/06/2018,1132,3,Tragopogon dubius,5,
12/06/2018,1132,3,Isatis tinctoria,0,
12/06/2018,1132,3,Crepis acuminata,0,
12/06/2018,1132,3,Bromus tectorum,24,
12/06/2018,1132,3,Lactuca serriola,5,
12/06/2018,1132,3,Bromus briziformis,4,
12/06/2018,1132,3,Erodium cicutarium,1,
12/06/2018,1132,3,Poa bulbosa,12,
12/06/2018,1132,3,Elymus lanceolatus,15,
12/06/2018,1132,3,Collinsia parviflora,0.5,
12/06/2018,1132,3,Alyssum desertorum,0.5,
12/06/2018,1132,3,rock,20,
12/06/2018,1132,3,soil,2,
12/06/2018,1132,3,grass (dead),16,
12/06/2018,1132,4,Tragopogon dubius,25,
12/06/2018,1132,4,Isatis tinctoria,6,
12/06/2018,1132,4,Crepis acuminata,18,
12/06/2018,1132,4,Bromus tectorum,20,
12/06/2018,1132,4,Lactuca serriola,2,
12/06/2018,1132,4,Bromus briziformis,1,
12/06/2018,1132,4,Erodium cicutarium,0.5,
12/06/2018,1132,4,Poa bulbosa,7,
12/06/2018,1132,4,Elymus lanceolatus,3,
12/06/2018,1132,4,Collinsia parviflora,0.5,
12/06/2018,1132,4,Alyssum desertorum,0.5,
12/06/2018,1132,4,rock,9,
12/06/2018,1132,4,soil,5,
12/06/2018,1132,4,grass (dead),12,
12/06/2018,1132,2,Tragopogon dubius,7,
12/06/2018,1132,2,Isatis tinctoria,0,
12/06/2018,1132,2,Crepis acuminata,5,
12/06/2018,1132,2,Bromus tectorum,6,
12/06/2018,1132,2,Lactuca serriola,2,
12/06/2018,1132,2,Bromus briziformis,1,
12/06/2018,1132,2,Erodium cicutarium,0.5,
12/06/2018,1132,2,Poa bulbosa,3,
12/06/2018,1132,2,Elymus lanceolatus,90,
12/06/2018,1132,2,Collinsia parviflora,0.5,
12/06/2018,1132,2,Alyssum desertorum,0.5,
12/06/2018,1132,2,rock,12,
12/06/2018,1132,2,soil,3,
12/06/2018,1132,2,grass (dead),11,
12/06/2018,1132,1,Tragopogon dubius,18,
12/06/2018,1132,1,Isatis tinctoria,6,
12/06/2018,1132,1,Crepis acuminata,0,
12/06/2018,1132,1,Bromus tectorum,18,
12/06/2018,1132,1,Lactuca serriola,2,
12/06/2018,1132,1,Bromus briziformis,2,
12/06/2018,1132,1,Erodium cicutarium,0.5,
12/06/2018,1132,1,Poa bulbosa,10,
12/06/2018,1132,1,Elymus lanceolatus,4,
12/06/2018,1132,1,Collinsia parviflora,0.5,
12/06/2018,1132,1,Alyssum desertorum,0.5,
12/06/2018,1132,1,rock,16,
12/06/2018,1132,1,soil,12,
12/06/2018,1132,1,grass (dead),22,
12/06/2018,1123,3,Elymus lanceolatus,12,
12/06/2018,1123,3,Poa bulbosa,6,
12/06/2018,1123,3,Poa pratensis,0.5,
12/06/2018,1123,3,Lomatium grayi,0,
12/06/2018,1123,3,Allium acuminatum,1,
12/06/2018,1123,3,Crepis acuminata,2,
12/06/2018,1123,3,Lactuca serriola,1,
12/06/2018,1123,3,rock,75,
12/06/2018,1123,3,Alyssum desertorum,0,
12/06/2018,1123,3,soil,1,
12/06/2018,1123,3,Bromus japonicus,0.5,
12/06/2018,1123,3,grass (dead),7,
12/06/2018,1123,3,Galium aparine,0,
12/06/2018,1123,3,Juniperus osteosperma (stick),0,
12/06/2018,1123,3,Collinsia parviflora,0,
12/06/2018,1123,3,Bromus tectorum,0,
12/06/2018,1123,4,Elymus lanceolatus,10,
12/06/2018,1123,4,Poa bulbosa,2,
12/06/2018,1123,4,Poa pratensis,0,
12/06/2018,1123,4,Lomatium grayi,3,
12/06/2018,1123,4,Allium acuminatum,0,
12/06/2018,1123,4,Crepis acuminata,0.5,
12/06/2018,1123,4,Lactuca serriola,2,
12/06/2018,1123,4,rock,75,
12/06/2018,1123,4,Alyssum desertorum,0.5,
12/06/2018,1123,4,soil,3,
12/06/2018,1123,4,Bromus japonicus,0.5,
12/06/2018,1123,4,grass (dead),6,
12/06/2018,1123,4,Galium aparine,0.5,
12/06/2018,1123,4,Juniperus osteosperma (stick),0,
12/06/2018,1123,4,Collinsia parviflora,0,
12/06/2018,1123,4,Bromus tectorum,0,
12/06/2018,1123,2,Elymus lanceolatus,7,
12/06/2018,1123,2,Poa bulbosa,6,
12/06/2018,1123,2,Poa pratensis,0.5,
12/06/2018,1123,2,Lomatium grayi,0,
12/06/2018,1123,2,Allium acuminatum,1,
12/06/2018,1123,2,Crepis acuminata,0,
12/06/2018,1123,2,Lactuca serriola,1,
12/06/2018,1123,2,rock,65,
12/06/2018,1123,2,Alyssum desertorum,0,
12/06/2018,1123,2,soil,14,
12/06/2018,1123,2,Bromus japonicus,0,
12/06/2018,1123,2,grass (dead),9,
12/06/2018,1123,2,Galium aparine,0,
12/06/2018,1123,2,Juniperus osteosperma (stick),3,
12/06/2018,1123,2,Collinsia parviflora,0.5,
12/06/2018,1123,2,Bromus tectorum,0,
12/06/2018,1123,1,Elymus lanceolatus,15,
12/06/2018,1123,1,Poa bulbosa,6,
12/06/2018,1123,1,Poa pratensis,0,
12/06/2018,1123,1,Lomatium grayi,0,
12/06/2018,1123,1,Allium acuminatum,0.5,
12/06/2018,1123,1,Crepis acuminata,0,
12/06/2018,1123,1,Lactuca serriola,0.5,
12/06/2018,1123,1,rock,65,
12/06/2018,1123,1,Alyssum desertorum,0.5,
12/06/2018,1123,1,soil,7,
12/06/2018,1123,1,Bromus japonicus,0,
12/06/2018,1123,1,grass (dead),7,
12/06/2018,1123,1,Galium aparine,0,
12/06/2018,1123,1,Juniperus osteosperma (stick),0.5,
12/06/2018,1123,1,Collinsia parviflora,0.5,
12/06/2018,1123,1,Bromus tectorum,0.5,
13/06/2018,1112,1,Symphoricarpos oreophilus,40,
13/06/2018,1112,1,Prunus virginiana,0,
13/06/2018,1112,1,Poa bulbosa,1,
13/06/2018,1112,1,Poa pratensis,0,
13/06/2018,1112,1,Collomia linearis,0.5,
13/06/2018,1112,1,Achillea millefolium,4,
13/06/2018,1112,1,Symphoricarpos oreophilus,0,
13/06/2018,1112,1,Pseudostellaria jamesiana,0,
13/06/2018,1112,1,Cystopteris fragilis,90,
13/06/2018,1112,1,Collinsia parviflora,0,
13/06/2018,1112,1,Lathyrus pauciflorus,9,
13/06/2018,1112,1,Bromus tectorum,0,
13/06/2018,1112,1,rock,0,
13/06/2018,1112,1,soil,1,
13/06/2018,1112,1,Nemophila breviflora,0,
13/06/2018,1112,1,Bromus briziformis,0,
13/06/2018,1112,1,tiny plant,0.5,
13/06/2018,1112,1,Pseudoroegneria spicata,0.5,
13/06/2018,1112,1,Bromus carinatus,0,
13/06/2018,1112,1,Claytonia perfoliata,0,
13/06/2018,1112,1,organic matter,0,
13/06/2018,1112,1,moss,0.5,
13/06/2018,1112,2,Symphoricarpos oreophilus,31,
13/06/2018,1112,2,Prunus virginiana,17,
13/06/2018,1112,2,Poa bulbosa,1,
13/06/2018,1112,2,Poa pratensis,0,
13/06/2018,1112,2,Collomia linearis,0,
13/06/2018,1112,2,Achillea millefolium,8,
13/06/2018,1112,2,Symphoricarpos oreophilus,1,
13/06/2018,1112,2,Pseudostellaria jamesiana,0.5,
13/06/2018,1112,2,Cystopteris fragilis,22,
13/06/2018,1112,2,Collinsia parviflora,0.5,
13/06/2018,1112,2,Lathyrus pauciflorus,2,
13/06/2018,1112,2,Bromus tectorum,6,
13/06/2018,1112,2,rock,0,
13/06/2018,1112,2,soil,4,
13/06/2018,1112,2,Nemophila breviflora,0,
13/06/2018,1112,2,Bromus briziformis,0,
13/06/2018,1112,2,tiny plant,0,
13/06/2018,1112,2,Pseudoroegneria spicata,0,
13/06/2018,1112,2,Bromus carinatus,0.5,
13/06/2018,1112,2,Claytonia perfoliata,0.5,
13/06/2018,1112,2,organic matter,4,
13/06/2018,1112,2,moss,0.5,
13/06/2018,1112,4,Symphoricarpos oreophilus,15,
13/06/2018,1112,4,Prunus virginiana,0,
13/06/2018,1112,4,Poa bulbosa,20,
13/06/2018,1112,4,Poa pratensis,15,
13/06/2018,1112,4,Collomia linearis,0.5,
13/06/2018,1112,4,Achillea millefolium,0,
13/06/2018,1112,4,Symphoricarpos oreophilus,1,
13/06/2018,1112,4,Pseudostellaria jamesiana,0.5,
13/06/2018,1112,4,Cystopteris fragilis,8,
13/06/2018,1112,4,Collinsia parviflora,0.5,
13/06/2018,1112,4,Lathyrus pauciflorus,1,
13/06/2018,1112,4,Bromus tectorum,15,
13/06/2018,1112,4,rock,2,
13/06/2018,1112,4,soil,12,
13/06/2018,1112,4,Nemophila breviflora,0.5,
13/06/2018,1112,4,Bromus briziformis,0,
13/06/2018,1112,4,tiny plant,0,
13/06/2018,1112,4,Pseudoroegneria spicata,0,
13/06/2018,1112,4,Bromus carinatus,0,
13/06/2018,1112,4,Claytonia perfoliata,0,
13/06/2018,1112,4,organic matter,10,
13/06/2018,1112,4,moss,0.5,
13/06/2018,1112,3,Symphoricarpos oreophilus,30,
13/06/2018,1112,3,Prunus virginiana,0,
13/06/2018,1112,3,Poa bulbosa,5,
13/06/2018,1112,3,Poa pratensis,0,
13/06/2018,1112,3,Collomia linearis,2,
13/06/2018,1112,3,Achillea millefolium,2,
13/06/2018,1112,3,Symphoricarpos oreophilus,3,
13/06/2018,1112,3,Pseudostellaria jamesiana,0,
13/06/2018,1112,3,Cystopteris fragilis,14,
13/06/2018,1112,3,Collinsia parviflora,0,
13/06/2018,1112,3,Lathyrus pauciflorus,1,
13/06/2018,1112,3,Bromus tectorum,13,
13/06/2018,1112,3,rock,2,
13/06/2018,1112,3,soil,15,
13/06/2018,1112,3,Nemophila breviflora,0,
13/06/2018,1112,3,Bromus briziformis,0.5,
13/06/2018,1112,3,tiny plant,0,
13/06/2018,1112,3,Pseudoroegneria spicata,0.5,
13/06/2018,1112,3,Bromus carinatus,6,
13/06/2018,1112,3,Claytonia perfoliata,0,
13/06/2018,1112,3,organic matter,10,
13/06/2018,1112,3,moss,2,
13/06/2018,1121,3,Pseudotsuga menziesii,0,
13/06/2018,1121,3,Acer grandidentatum,0,
13/06/2018,1121,3,Physocarpus malvaceus,2,
13/06/2018,1121,3,Symphoricarpos oreophilus,0,
13/06/2018,1121,3,Berberis repens,10,
13/06/2018,1121,3,Maianthemum racemosum,0,
13/06/2018,1121,3,Collinsia parviflora,0.5,
13/06/2018,1121,3,Sisymbrium altissimum,0,
13/06/2018,1121,3,Lactuca serriola,0,
13/06/2018,1121,3,asteraceae,0,
13/06/2018,1121,3,Pseudotsuga menziesii (leaves),85,
13/06/2018,1121,3,organic matter,1,
13/06/2018,1121,3,Hydrophyllum capitatum,0.5,
13/06/2018,1121,3,delicate vine,0,
13/06/2018,1121,3,Symphoricarpos oreophilus,0,
13/06/2018,1121,4,Pseudotsuga menziesii,0,
13/06/2018,1121,4,Acer grandidentatum,0,
13/06/2018,1121,4,Physocarpus malvaceus,0,
13/06/2018,1121,4,Symphoricarpos oreophilus,0,
13/06/2018,1121,4,Berberis repens,5,
13/06/2018,1121,4,Maianthemum racemosum,65,
13/06/2018,1121,4,Collinsia parviflora,0,
13/06/2018,1121,4,Sisymbrium altissimum,0,
13/06/2018,1121,4,Lactuca serriola,0,
13/06/2018,1121,4,asteraceae,0,
13/06/2018,1121,4,Pseudotsuga menziesii (leaves),25,
13/06/2018,1121,4,organic matter,2,
13/06/2018,1121,4,Hydrophyllum capitatum,0,
13/06/2018,1121,4,delicate vine,2,
13/06/2018,1121,4,Symphoricarpos oreophilus,0,
13/06/2018,1121,2,Pseudotsuga menziesii,0,
13/06/2018,1121,2,Acer grandidentatum,0,
13/06/2018,1121,2,Physocarpus malvaceus,0,
13/06/2018,1121,2,Symphoricarpos oreophilus,4,
13/06/2018,1121,2,Berberis repens,15,
13/06/2018,1121,2,Maianthemum racemosum,0,
13/06/2018,1121,2,Collinsia parviflora,0.5,
13/06/2018,1121,2,Sisymbrium altissimum,0,
13/06/2018,1121,2,Lactuca serriola,0,
13/06/2018,1121,2,asteraceae,0,
13/06/2018,1121,2,Pseudotsuga menziesii (leaves),60,
13/06/2018,1121,2,organic matter,8,
13/06/2018,1121,2,Hydrophyllum capitatum,0.5,
13/06/2018,1121,2,delicate vine,4,
13/06/2018,1121,2,Symphoricarpos oreophilus,1,
13/06/2018,1121,1,Pseudotsuga menziesii,0,
13/06/2018,1121,1,Acer grandidentatum,0,
13/06/2018,1121,1,Physocarpus malvaceus,0,
13/06/2018,1121,1,Symphoricarpos oreophilus,0,
13/06/2018,1121,1,Berberis repens,11,
13/06/2018,1121,1,Maianthemum racemosum,0,
13/06/2018,1121,1,Collinsia parviflora,0.5,
13/06/2018,1121,1,Sisymbrium altissimum,1,
13/06/2018,1121,1,Lactuca serriola,1,
13/06/2018,1121,1,asteraceae,0,
13/06/2018,1121,1,Pseudotsuga menziesii (leaves),90,
13/06/2018,1121,1,organic matter,4,
13/06/2018,1121,1,Hydrophyllum capitatum,0,
13/06/2018,1121,1,delicate vine,0,
13/06/2018,1121,1,Symphoricarpos oreophilus,0,
14/06/2018,1131,3,Bromus tectorum,40,
14/06/2018,1131,3,Elymus lanceolatus,10,
14/06/2018,1131,3,Verbascum thapsus,5,
14/06/2018,1131,3,Tragopogon dubius,5,
14/06/2018,1131,3,Agoseris parviflora,4,
14/06/2018,1131,3,Verbascum thapsus (stalks),14,
14/06/2018,1131,3,Erodium cicutarium,0.5,
14/06/2018,1131,3,Pseudostellaria jamesiana,0.5,
14/06/2018,1131,3,rock,0,
14/06/2018,1131,3,soil,0,
14/06/2018,1131,3,grass (dead),8,
14/06/2018,1131,3,Artemisia ludoviciana,0,
14/06/2018,1131,3,Lactuca serriola,0,
14/06/2018,1131,3,Pseudostellaria jamesiana,0,
14/06/2018,1131,4,Bromus tectorum,80,
14/06/2018,1131,4,Elymus lanceolatus,0,
14/06/2018,1131,4,Verbascum thapsus,0,
14/06/2018,1131,4,Tragopogon dubius,3,
14/06/2018,1131,4,Agoseris parviflora,5,
14/06/2018,1131,4,Verbascum thapsus (stalks),0,
14/06/2018,1131,4,Erodium cicutarium,0,
14/06/2018,1131,4,Pseudostellaria jamesiana,0,
14/06/2018,1131,4,rock,2,
14/06/2018,1131,4,soil,0,
14/06/2018,1131,4,grass (dead),15,
14/06/2018,1131,4,Artemisia ludoviciana,0,
14/06/2018,1131,4,Lactuca serriola,0,
14/06/2018,1131,4,Pseudostellaria jamesiana,0,
14/06/2018,1131,2,Bromus tectorum,40,
14/06/2018,1131,2,Elymus lanceolatus,40,
14/06/2018,1131,2,Verbascum thapsus,0,
14/06/2018,1131,2,Tragopogon dubius,3,
14/06/2018,1131,2,Agoseris parviflora,5,
14/06/2018,1131,2,Verbascum thapsus (stalks),0,
14/06/2018,1131,2,Erodium cicutarium,0,
14/06/2018,1131,2,Pseudostellaria jamesiana,0,
14/06/2018,1131,2,rock,0,
14/06/2018,1131,2,soil,0,
14/06/2018,1131,2,grass (dead),6,
14/06/2018,1131,2,Artemisia ludoviciana,6,
14/06/2018,1131,2,Lactuca serriola,0,
14/06/2018,1131,2,Pseudostellaria jamesiana,0,
14/06/2018,1131,1,Bromus tectorum,75,
14/06/2018,1131,1,Elymus lanceolatus,8,
14/06/2018,1131,1,Verbascum thapsus,0,
14/06/2018,1131,1,Tragopogon dubius,11,
14/06/2018,1131,1,Agoseris parviflora,0,
14/06/2018,1131,1,Verbascum thapsus (stalks),6,
14/06/2018,1131,1,Erodium cicutarium,0,
14/06/2018,1131,1,Pseudostellaria jamesiana,0,
14/06/2018,1131,1,rock,0,
14/06/2018,1131,1,soil,4,
14/06/2018,1131,1,grass (dead),6,
14/06/2018,1131,1,Artemisia ludoviciana,2,
14/06/2018,1131,1,Lactuca serriola,1,
14/06/2018,1131,1,Pseudostellaria jamesiana,1,
14/06/2018,1113,1,Prunus virginiana,95,
14/06/2018,1113,1,Symphoricarpos oreophilus,0,
14/06/2018,1113,1,Achillea millefolium,0,
14/06/2018,1113,1,Hydrophyllum capitatum,0,
14/06/2018,1113,1,Lathyrus pauciflorus,0,
14/06/2018,1113,1,Erigeron speciosus,10,
14/06/2018,1113,1,Crepis acuminata,3,
14/06/2018,1113,1,Poa bulbosa,3,
14/06/2018,1113,1,Cystopteris fragilis,25,
14/06/2018,1113,1,moss,1,
14/06/2018,1113,1,Collomia linearis,0.5,
14/06/2018,1113,1,Collinsia parviflora,0.5,
14/06/2018,1113,1,tiny plant,0,
14/06/2018,1113,1,Pseudostellaria jamesiana,0.5,
14/06/2018,1113,1,Pseudoroegneria spicata,2,
14/06/2018,1113,1,Galium aparine,0.5,
14/06/2018,1113,1,rock,0,
14/06/2018,1113,1,sticks,2,
14/06/2018,1113,1,organic matter,7,
14/06/2018,1113,1,tiny plant,0,
14/06/2018,1113,1,Lactuca serriola,0,
14/06/2018,1113,1,Lithophragma parviflorum,0,
14/06/2018,1113,3,Prunus virginiana,0,
14/06/2018,1113,3,Symphoricarpos oreophilus,0,
14/06/2018,1113,3,Achillea millefolium,0,
14/06/2018,1113,3,Hydrophyllum capitatum,0,
14/06/2018,1113,3,Lathyrus pauciflorus,6,
14/06/2018,1113,3,Erigeron speciosus,8,
14/06/2018,1113,3,Crepis acuminata,2,
14/06/2018,1113,3,Poa bulbosa,10,
14/06/2018,1113,3,Cystopteris fragilis,11,
14/06/2018,1113,3,moss,2,
14/06/2018,1113,3,Collomia linearis,0.5,
14/06/2018,1113,3,Collinsia parviflora,0.5,
14/06/2018,1113,3,tiny plant,0,
14/06/2018,1113,3,Pseudostellaria jamesiana,0.5,
14/06/2018,1113,3,Pseudoroegneria spicata,0.5,
14/06/2018,1113,3,Galium aparine,0.5,
14/06/2018,1113,3,rock,6,
14/06/2018,1113,3,sticks,0,
14/06/2018,1113,3,organic matter,12,
14/06/2018,1113,3,tiny plant,0.5,
14/06/2018,1113,3,Lactuca serriola,0.5,
14/06/2018,1113,3,Lithophragma parviflorum,0,
14/06/2018,1113,4,Prunus virginiana,12,
14/06/2018,1113,4,Symphoricarpos oreophilus,0,
14/06/2018,1113,4,Achillea millefolium,6,
14/06/2018,1113,4,Hydrophyllum capitatum,2,
14/06/2018,1113,4,Lathyrus pauciflorus,0.5,
14/06/2018,1113,4,Erigeron speciosus,0,
14/06/2018,1113,4,Crepis acuminata,5,
14/06/2018,1113,4,Poa bulbosa,4,
14/06/2018,1113,4,Cystopteris fragilis,8,
14/06/2018,1113,4,moss,5,
14/06/2018,1113,4,Collomia linearis,0.5,
14/06/2018,1113,4,Collinsia parviflora,0,
14/06/2018,1113,4,tiny plant,0.5,
14/06/2018,1113,4,Pseudostellaria jamesiana,0,
14/06/2018,1113,4,Pseudoroegneria spicata,1,
14/06/2018,1113,4,Galium aparine,0,
14/06/2018,1113,4,rock,0,
14/06/2018,1113,4,sticks,1,
14/06/2018,1113,4,organic matter,10,
14/06/2018,1113,4,tiny plant,0.5,
14/06/2018,1113,4,Lactuca serriola,0.5,
14/06/2018,1113,4,Lithophragma parviflorum,0,
14/06/2018,1113,2,Prunus virginiana,25,
14/06/2018,1113,2,Symphoricarpos oreophilus,12,
14/06/2018,1113,2,Achillea millefolium,2,
14/06/2018,1113,2,Hydrophyllum capitatum,0,
14/06/2018,1113,2,Lathyrus pauciflorus,2,
14/06/2018,1113,2,Erigeron speciosus,0,
