"","Site","Plot","Quadrant","Species","Cover","Year","SLA","Height","SeedMass","Introduced_status","Majortriad","Minortriad","Beta_contrib_major","Beta_contrib_minor","Beta_contrib_plot","Phylo_dist","csMSPD"
"19","Boothby","NW133","1","Vicia tetrasperma",10,2022,31.8964966933333,0.384375,4.24571428571429,"Native","NW1",3,0.00626108283109401,0.0369121423785602,NA,265.327886583333,0.212413641358776
"20","Boothby","NW133","1","Lotus corniculatus",0.1,2022,22.0211194113235,0.165488888888889,1.21033653731343,"Native","NW1",3,1.94142103289737e-05,0.000114456255437396,NA,267.14868975,0.390131999715638
"21","Boothby","NW133","2","Arrhenatherum elatius",15,2022,30.2525991922669,1.04941666666667,2.87263636363636,"Native","NW1",3,0.00807443201326434,0.0457825021749583,NA,256.19037325,-0.67944765303739
"22","Boothby","NW133","2","Phleum pratense",10,2022,23.682393905122,0.312243243243243,0.378785714285714,"Native","NW1",3,0.0305825448559814,0.0300447670523164,NA,256.297319833333,-0.669009198420313
"23","Boothby","NW133","2","Agrostis capillaris",3,2022,32.7332496245946,0.281833333333333,0.0651619047619048,"Native","NW1",3,0.00252384734276658,0.0148793132068615,NA,256.150199125,-0.683368823471478
"24","Boothby","NW133","2","Centaurea nigra",10,2022,25.2104347826087,0.46875,2.43444444444444,"Native","NW1",3,0.00895065126800225,0.0248942355576336,NA,254.901086416667,-0.805287690920553
"25","Boothby","NW133","2","Rubus fruticosus",50,2022,15.78375,1.82875,2.295,"Native","NW1",3,0.0449373060255543,0.264680090698978,NA,273.318993958333,0.992380696632699
"26","Boothby","NW133","2","Vicia tetrasperma",10,2022,31.8964966933333,0.384375,4.24571428571429,"Native","NW1",3,0.00626108283109401,0.0369121423785602,NA,265.327886583333,0.212413641358776
"27","Boothby","NW133","2","Trisetum flavescens",0.1,2022,22.6092905778947,0.492666666666667,0.4592,"Native","NW1",3,2.91213154934605e-05,0.000171684383156094,NA,256.19037325,-0.67944765303739
"28","Boothby","NW133","2","Cirsium dissectum",1,2022,18.4553846153846,0.45,2.37,"Native","NW1",3,0.000145606577467302,0.000858421915780469,NA,NA,NA
"29","Boothby","NW133","2","Cynosurus cristatus",1,2022,22.9468112889474,0.433525272727273,0.493052923076923,"Native","NW1",3,0.000822421719371525,0.000858421915780469,NA,256.370018708333,-0.661913470031925
"30","Boothby","NW133","3","Arrhenatherum elatius",5,2022,30.2525991922669,1.04941666666667,2.87263636363636,"Native","NW1",3,0.00807443201326434,0.0457825021749583,NA,256.19037325,-0.67944765303739
"31","Boothby","NW133","3","Phleum pratense",5,2022,23.682393905122,0.312243243243243,0.378785714285714,"Native","NW1",3,0.0305825448559814,0.0300447670523164,NA,256.297319833333,-0.669009198420313
"32","Boothby","NW133","3","Dactylis glomerata",0.5,2022,25.6180945078378,0.27101383,0.846644654545455,"Native","NW1",3,0.0137354466522471,0.00183130008699833,NA,256.37001775,-0.661913563569451
"33","Boothby","NW133","3","Agrostis capillaris",5,2022,32.7332496245946,0.281833333333333,0.0651619047619048,"Native","NW1",3,0.00252384734276658,0.0148793132068615,NA,256.150199125,-0.683368823471478
"34","Boothby","NW133","3","Trisetum flavescens",0.1,2022,22.6092905778947,0.492666666666667,0.4592,"Native","NW1",3,2.91213154934605e-05,0.000171684383156094,NA,256.19037325,-0.67944765303739
"35","Boothby","NW133","3","Rubus fruticosus",50,2022,15.78375,1.82875,2.295,"Native","NW1",3,0.0449373060255543,0.264680090698978,NA,273.318993958333,0.992380696632699
"36","Boothby","NW133","3","Vicia tetrasperma",15,2022,31.8964966933333,0.384375,4.24571428571429,"Native","NW1",3,0.00626108283109401,0.0369121423785602,NA,265.327886583333,0.212413641358776
"37","Boothby","NW133","3","Picris echioides",0.5,2022,35.7777777777778,0.425,1.31,"Native","NW1",3,0.00041255196949069,0.00243219542804466,NA,NA,NA
"38","Boothby","NW133","4","Arrhenatherum elatius",10,2022,30.2525991922669,1.04941666666667,2.87263636363636,"Native","NW1",3,0.00807443201326434,0.0457825021749583,NA,256.19037325,-0.67944765303739
"39","Boothby","NW133","4","Phleum pratense",15,2022,23.682393905122,0.312243243243243,0.378785714285714,"Native","NW1",3,0.0305825448559814,0.0300447670523164,NA,256.297319833333,-0.669009198420313
"40","Boothby","NW133","4","Dactylis glomerata",0.1,2022,25.6180945078378,0.27101383,0.846644654545455,"Native","NW1",3,0.0137354466522471,0.00183130008699833,NA,256.37001775,-0.661913563569451
"41","Boothby","NW133","4","Agrostis capillaris",5,2022,32.7332496245946,0.281833333333333,0.0651619047619048,"Native","NW1",3,0.00252384734276658,0.0148793132068615,NA,256.150199125,-0.683368823471478
"42","Boothby","NW133","4","Centaurea nigra",15,2022,25.2104347826087,0.46875,2.43444444444444,"Native","NW1",3,0.00895065126800225,0.0248942355576336,NA,254.901086416667,-0.805287690920553
"43","Boothby","NW133","4","Rubus fruticosus",50,2022,15.78375,1.82875,2.295,"Native","NW1",3,0.0449373060255543,0.264680090698978,NA,273.318993958333,0.992380696632699
"44","Boothby","NW133","4","Vicia tetrasperma",8,2022,31.8964966933333,0.384375,4.24571428571429,"Native","NW1",3,0.00626108283109401,0.0369121423785602,NA,265.327886583333,0.212413641358776
"45","Boothby","NW133","4","Picris echioides",8,2022,35.7777777777778,0.425,1.31,"Native","NW1",3,0.00041255196949069,0.00243219542804466,NA,NA,NA
"46","Boothby","NW113","1","Vicia faba",95,2022,27.2542857142857,0.6427,855.3375,"Introduced","NW1",1,0.182077993416721,0.29785035718593,0.481536042942491,265.327885625,0.212413547821245
"47","Boothby","NW113","1","Chenopodium album",2,2022,22.8641729198214,1.41235294117647,0.703453780487805,"Native","NW1",1,0.0010289531474356,0.00533907475289177,0.0161267382445705,271.40693375,0.805755251595406
"48","Boothby","NW113","2","Vicia faba",100,2022,27.2542857142857,0.6427,855.3375,"Introduced","NW1",1,0.182077993416721,0.29785035718593,0.481536042942491,265.327885625,0.212413547821245
"49","Boothby","NW113","2","Chenopodium album",4,2022,22.8641729198214,1.41235294117647,0.703453780487805,"Native","NW1",1,0.0010289531474356,0.00533907475289177,0.0161267382445705,271.40693375,0.805755251595406
"50","Boothby","NW113","2","Fallopia convolvulus",2,2022,23.875,0.695833333333333,3.42,"Introduced","NW1",1,0.000194142103289737,0.00121439498438344,0.00477280017874526,263.854500458333,0.0686047068432765
"51","Boothby","NW113","3","Vicia faba",100,2022,27.2542857142857,0.6427,855.3375,"Introduced","NW1",1,0.182077993416721,0.29785035718593,0.481536042942491,265.327885625,0.212413547821245
"52","Boothby","NW113","3","Chenopodium album",2,2022,22.8641729198214,1.41235294117647,0.703453780487805,"Native","NW1",1,0.0010289531474356,0.00533907475289177,0.0161267382445705,271.40693375,0.805755251595406
"53","Boothby","NW113","4","Vicia faba",100,2022,27.2542857142857,0.6427,855.3375,"Introduced","NW1",1,0.182077993416721,0.29785035718593,0.481536042942491,265.327885625,0.212413547821245
"54","Boothby","NW113","4","Chenopodium album",1,2022,22.8641729198214,1.41235294117647,0.703453780487805,"Native","NW1",1,0.0010289531474356,0.00533907475289177,0.0161267382445705,271.40693375,0.805755251595406
"55","Boothby","NW112","1","Vicia faba",40,2022,27.2542857142857,0.6427,855.3375,"Introduced","NW1",1,0.182077993416721,0.29785035718593,0.481536042942491,265.327885625,0.212413547821245
"56","Boothby","NW112","1","Chenopodium album",1.5,2022,22.8641729198214,1.41235294117647,0.703453780487805,"Native","NW1",1,0.0010289531474356,0.00533907475289177,0.0161267382445705,271.40693375,0.805755251595406
"57","Boothby","NW112","2","Vicia faba",95,2022,27.2542857142857,0.6427,855.3375,"Introduced","NW1",1,0.182077993416721,0.29785035718593,0.481536042942491,265.327885625,0.212413547821245
"58","Boothby","NW112","3","Vicia faba",70,2022,27.2542857142857,0.6427,855.3375,"Introduced","NW1",1,0.182077993416721,0.29785035718593,0.481536042942491,265.327885625,0.212413547821245
"59","Boothby","NW112","4","Vicia faba",40,2022,27.2542857142857,0.6427,855.3375,"Introduced","NW1",1,0.182077993416721,0.29785035718593,0.481536042942491,265.327885625,0.212413547821245
"60","Boothby","NW111","1","Brachypodium sylvaticum",45,2022,44.1189473684211,0.84375,2.62666666666667,"Native","NW1",1,0.029849348380797,0.186713228848954,0.419295858399601,257.6816075,-0.533896663404227
"61","Boothby","NW111","1","Glechoma hederacea",6,2022,35.1604444414286,0.2425,0.69,"Native","NW1",1,0.00753912693084741,0.0255022946720522,0.0572696782204333,264.323208875,0.11435269975266
"62","Boothby","NW111","1","Urtica dioica",0.1,2022,22.1834656468364,0.480761904761905,0.1262775,"Native","NW1",1,0.0231667530224292,0.00925976175592372,0.0207943474490859,273.900911625,1.04917840783626
"63","Boothby","NW111","2","Brachypodium sylvaticum",50,2022,44.1189473684211,0.84375,2.62666666666667,"Native","NW1",1,0.029849348380797,0.186713228848954,0.419295858399601,257.6816075,-0.533896663404227
"64","Boothby","NW111","2","Glechoma hederacea",3,2022,35.1604444414286,0.2425,0.69,"Native","NW1",1,0.00753912693084741,0.0255022946720522,0.0572696782204333,264.323208875,0.11435269975266
"65","Boothby","NW111","3","Brachypodium sylvaticum",65,2022,44.1189473684211,0.84375,2.62666666666667,"Native","NW1",1,0.029849348380797,0.186713228848954,0.419295858399601,257.6816075,-0.533896663404227
"66","Boothby","NW111","3","Glechoma hederacea",7,2022,35.1604444414286,0.2425,0.69,"Native","NW1",1,0.00753912693084741,0.0255022946720522,0.0572696782204333,264.323208875,0.11435269975266
"67","Boothby","NW111","3","Urtica dioica",6,2022,22.1834656468364,0.480761904761905,0.1262775,"Native","NW1",1,0.0231667530224292,0.00925976175592372,0.0207943474490859,273.900911625,1.04917840783626
"68","Boothby","NW111","4","Brachypodium sylvaticum",45,2022,44.1189473684211,0.84375,2.62666666666667,"Native","NW1",1,0.029849348380797,0.186713228848954,0.419295858399601,257.6816075,-0.533896663404227
"69","Boothby","NW111","4","Glechoma hederacea",5,2022,35.1604444414286,0.2425,0.69,"Native","NW1",1,0.00753912693084741,0.0255022946720522,0.0572696782204333,264.323208875,0.11435269975266
"70","Boothby","NW111","4","Poa trivialis",0.1,2022,30.931112458,0.3117125,0.154926923076923,"Native","NW1",1,1.45606577467303e-05,9.10796238287579e-05,0.000204534565072976,256.297319833333,-0.669009198420313
"71","Boothby","NW122","1","Vicia faba",60,2022,27.2542857142857,0.6427,855.3375,"Introduced","NW1",2,0.182077993416721,0.29785035718593,NA,265.327885625,0.212413547821245
"72","Boothby","NW122","2","Vicia faba",75,2022,27.2542857142857,0.6427,855.3375,"Introduced","NW1",2,0.182077993416721,0.29785035718593,NA,265.327885625,0.212413547821245
"73","Boothby","NW122","2","Triticum aestivum",3,2022,22.7166666666667,1.05454545454545,37.0176923076923,"Introduced","NW1",2,0.242188146005383,0.0133079676635608,NA,256.935382625,-0.606731477280808
"74","Boothby","NW122","2","Senecio sylvaticus",4,2022,34.8042314814815,0.663142857142857,0.177166413793103,"Native","NW1",2,0.00135899472302816,0.0372623094579703,NA,256.079687833333,-0.690251034151917
"75","Boothby","NW122","2","Chenopodium album",0.1,2022,22.8641729198214,1.41235294117647,0.703453780487805,"Native","NW1",2,0.0010289531474356,0.00533907475289177,NA,271.40693375,0.805755251595406
"76","Boothby","NW122","3","Vicia faba",75,2022,27.2542857142857,0.6427,855.3375,"Introduced","NW1",2,0.182077993416721,0.29785035718593,NA,265.327885625,0.212413547821245
"77","Boothby","NW122","4","Vicia faba",70,2022,27.2542857142857,0.6427,855.3375,"Introduced","NW1",2,0.182077993416721,0.29785035718593,NA,265.327885625,0.212413547821245
"78","Boothby","NW122","4","Senecio sylvaticus",10,2022,34.8042314814815,0.663142857142857,0.177166413793103,"Native","NW1",2,0.00135899472302816,0.0372623094579703,NA,256.079687833333,-0.690251034151917
"79","Boothby","NW122","4","Triticum aestivum",2,2022,22.7166666666667,1.05454545454545,37.0176923076923,"Introduced","NW1",2,0.242188146005383,0.0133079676635608,NA,256.935382625,-0.606731477280808
"80","Boothby","NW211","1","Vicia faba",90,2022,27.2542857142857,0.6427,855.3375,"Introduced","NW2",1,0.182077993416721,0.00118948817288237,NA,265.327885625,0.212413547821245
"81","Boothby","NW211","2","Vicia faba",95,2022,27.2542857142857,0.6427,855.3375,"Introduced","NW2",1,0.182077993416721,0.00118948817288237,NA,265.327885625,0.212413547821245
"82","Boothby","NW211","3","Vicia faba",70,2022,27.2542857142857,0.6427,855.3375,"Introduced","NW2",1,0.182077993416721,0.00118948817288237,NA,265.327885625,0.212413547821245
"83","Boothby","NW211","4","Vicia faba",75,2022,27.2542857142857,0.6427,855.3375,"Introduced","NW2",1,0.182077993416721,0.00118948817288237,NA,265.327885625,0.212413547821245
"84","Boothby","NW222","1","Vicia faba",45,2022,27.2542857142857,0.6427,855.3375,"Introduced","NW2",2,0.182077993416721,0.00118948817288237,NA,265.327885625,0.212413547821245
"85","Boothby","NW222","2","Vicia faba",60,2022,27.2542857142857,0.6427,855.3375,"Introduced","NW2",2,0.182077993416721,0.00118948817288237,NA,265.327885625,0.212413547821245
"86","Boothby","NW222","3","Vicia faba",50,2022,27.2542857142857,0.6427,855.3375,"Introduced","NW2",2,0.182077993416721,0.00118948817288237,NA,265.327885625,0.212413547821245
"87","Boothby","NW222","3","Aethusa cynapium",1,2022,33.31,0.490625,1.35,"Native","NW2",2,0.00635779799379009,0.600499437272579,NA,270.234402666667,0.691311085928735
"88","Boothby","NW222","4","Vicia faba",40,2022,27.2542857142857,0.6427,855.3375,"Introduced","NW2",2,0.182077993416721,0.00118948817288237,NA,265.327885625,0.212413547821245
"89","Boothby","NW233","1","Vicia faba",75,2022,27.2542857142857,0.6427,855.3375,"Introduced","NW2",3,0.182077993416721,0.00118948817288237,NA,265.327885625,0.212413547821245
"90","Boothby","NW233","2","Vicia faba",80,2022,27.2542857142857,0.6427,855.3375,"Introduced","NW2",3,0.182077993416721,0.00118948817288237,NA,265.327885625,0.212413547821245
"91","Boothby","NW233","2","Triticum aestivum",1,2022,22.7166666666667,1.05454545454545,37.0176923076923,"Introduced","NW2",3,0.242188146005383,0.398311074554539,NA,256.935382625,-0.606731477280808
"92","Boothby","NW233","3","Vicia faba",50,2022,27.2542857142857,0.6427,855.3375,"Introduced","NW2",3,0.182077993416721,0.00118948817288237,NA,265.327885625,0.212413547821245
"93","Boothby","NW233","4","Vicia faba",90,2022,27.2542857142857,0.6427,855.3375,"Introduced","NW2",3,0.182077993416721,0.00118948817288237,NA,265.327885625,0.212413547821245
"94","Boothby","NE333","1","Hordeum vulgare",98,2022,32.5690666666667,0.655354444444444,44.3186666666667,"Introduced","NE3",3,0.285631346487932,0.100974985317002,NA,256.935381666667,-0.606731570818335
"95","Boothby","NE333","1","Tripleurospermum inodorum",0.1,2022,22.405185525,0.6,0.49,"Introduced","NE3",3,0.000689315203023849,0.00838044874386351,NA,NA,NA
"96","Boothby","NE333","2","Hordeum vulgare",90,2022,32.5690666666667,0.655354444444444,44.3186666666667,"Introduced","NE3",3,0.285631346487932,0.100974985317002,NA,256.935381666667,-0.606731570818335
"97","Boothby","NE333","3","Hordeum vulgare",98,2022,32.5690666666667,0.655354444444444,44.3186666666667,"Introduced","NE3",3,0.285631346487932,0.100974985317002,NA,256.935381666667,-0.606731570818335
"98","Boothby","NE333","3","Tripleurospermum inodorum",0.1,2022,22.405185525,0.6,0.49,"Introduced","NE3",3,0.000689315203023849,0.00838044874386351,NA,NA,NA
"99","Boothby","NE333","4","Hordeum vulgare",85,2022,32.5690666666667,0.655354444444444,44.3186666666667,"Introduced","NE3",3,0.285631346487932,0.100974985317002,NA,256.935381666667,-0.606731570818335
"100","Boothby","NE333","4","Prunella vulgaris",0.1,2022,29.0513089351181,0.157670307692308,0.963407676470588,"Native","NE3",3,2.37270205774906e-05,0.0010104524272691,NA,264.323208875,0.11435269975266
"101","Boothby","NE111","1","Senecio jacobaea",0.1,2022,26.9363701102381,0.686793103448276,0.2625,"Native","NE1",1,6.33315271658391e-06,8.39325679014626e-05,0.00470328461462853,NA,NA
"102","Boothby","NE111","2","Carex flacca",0.1,2022,15.3288535493947,0.271527777777778,0.788125,"Native","NE1",1,9.49972907487587e-06,0.000125898851852194,0.00705492692194279,303.682144083333,3.95595704224981
"103","Boothby","NE111","3","Ranunculus repens",2,2022,23.6490374169643,0.253909090909091,2.3,"Native","NE1",1,0.0105763650366951,0.0981874513123561,0.220331071785739,302.351932666667,3.82612258591462
"104","Boothby","NE111","3","Acer campestre",0.5,2022,12.8478128282563,13.1394736842105,110.945321529412,"Native","NE1",1,4.74986453743794e-05,0.000629494259260969,0.035274634609714,278.646593083333,1.51237768906533
"105","Boothby","NE111","3","Cirsium arvense",0.1,2022,15.3333392966667,0.780030272727273,1.24347022727273,"Native","NE1",1,0.00977404696017063,0.00100719081481755,0.0564394153755423,254.81753125,-0.813443040891424
"106","Boothby","NE111","4","Ranunculus repens",0.5,2022,23.6490374169643,0.253909090909091,2.3,"Native","NE1",1,0.0105763650366951,0.0981874513123561,0.220331071785739,302.351932666667,3.82612258591462
"107","Boothby","NE111","4","Cirsium arvense",0.5,2022,15.3333392966667,0.780030272727273,1.24347022727273,"Native","NE1",1,0.00977404696017063,0.00100719081481755,0.0564394153755423,254.81753125,-0.813443040891424
"108","Boothby","S111","1","Triticum aestivum",75,2022,22.7166666666667,1.05454545454545,37.0176923076923,"Introduced","S1",1,0.242188146005383,0.304057905630241,NA,256.935382625,-0.606731477280808
"109","Boothby","S111","2","Triticum aestivum",60,2022,22.7166666666667,1.05454545454545,37.0176923076923,"Introduced","S1",1,0.242188146005383,0.304057905630241,NA,256.935382625,-0.606731477280808
"110","Boothby","S111","3","Triticum aestivum",100,2022,22.7166666666667,1.05454545454545,37.0176923076923,"Introduced","S1",1,0.242188146005383,0.304057905630241,NA,256.935382625,-0.606731477280808
"111","Boothby","S111","4","Triticum aestivum",100,2022,22.7166666666667,1.05454545454545,37.0176923076923,"Introduced","S1",1,0.242188146005383,0.304057905630241,NA,256.935382625,-0.606731477280808
"112","Boothby","S132","1","Triticum aestivum",90,2022,22.7166666666667,1.05454545454545,37.0176923076923,"Introduced","S1",3,0.242188146005383,0.304057905630241,0.498790810157195,256.935382625,-0.606731477280808
"113","Boothby","S132","1","Senecio vulgaris",0.1,2022,42.5093814814815,0.422068965517241,0.209043294117647,"Native","S1",3,6.72207690282275e-05,0.000276085329512946,0.00120918984280532,256.079687833333,-0.690251034151917
"114","Boothby","S132","2","Triticum aestivum",85,2022,22.7166666666667,1.05454545454545,37.0176923076923,"Introduced","S1",3,0.242188146005383,0.304057905630241,0.498790810157195,256.935382625,-0.606731477280808
"115","Boothby","S132","2","Senecio vulgaris",0.1,2022,42.5093814814815,0.422068965517241,0.209043294117647,"Native","S1",3,6.72207690282275e-05,0.000276085329512946,0.00120918984280532,256.079687833333,-0.690251034151917
"116","Boothby","S132","3","Triticum aestivum",80,2022,22.7166666666667,1.05454545454545,37.0176923076923,"Introduced","S1",3,0.242188146005383,0.304057905630241,0.498790810157195,256.935382625,-0.606731477280808
"117","Boothby","S132","3","Senecio vulgaris",0.1,2022,42.5093814814815,0.422068965517241,0.209043294117647,"Native","S1",3,6.72207690282275e-05,0.000276085329512946,0.00120918984280532,256.079687833333,-0.690251034151917
"118","Boothby","S132","4","Triticum aestivum",75,2022,22.7166666666667,1.05454545454545,37.0176923076923,"Introduced","S1",3,0.242188146005383,0.304057905630241,0.498790810157195,256.935382625,-0.606731477280808
"119","Boothby","S132","4","Senecio vulgaris",0.5,2022,42.5093814814815,0.422068965517241,0.209043294117647,"Native","S1",3,6.72207690282275e-05,0.000276085329512946,0.00120918984280532,256.079687833333,-0.690251034151917
"120","Boothby","S313","1","Hordeum vulgare",90,2022,32.5690666666667,0.655354444444444,44.3186666666667,"Introduced","S3",1,0.285631346487932,NA,NA,256.935381666667,-0.606731570818335
"121","Boothby","S313","2","Hordeum vulgare",75,2022,32.5690666666667,0.655354444444444,44.3186666666667,"Introduced","S3",1,0.285631346487932,NA,NA,256.935381666667,-0.606731570818335
"122","Boothby","S313","3","Hordeum vulgare",98,2022,32.5690666666667,0.655354444444444,44.3186666666667,"Introduced","S3",1,0.285631346487932,NA,NA,256.935381666667,-0.606731570818335
"123","Boothby","S313","4","Hordeum vulgare",99,2022,32.5690666666667,0.655354444444444,44.3186666666667,"Introduced","S3",1,0.285631346487932,NA,NA,256.935381666667,-0.606731570818335
"124","Boothby","S213","1","Triticum aestivum",90,2022,22.7166666666667,1.05454545454545,37.0176923076923,"Introduced","S2",1,0.242188146005383,0.021286446121831,NA,256.935382625,-0.606731477280808
"125","Boothby","S213","2","Triticum aestivum",95,2022,22.7166666666667,1.05454545454545,37.0176923076923,"Introduced","S2",1,0.242188146005383,0.021286446121831,NA,256.935382625,-0.606731477280808
"126","Boothby","S213","3","Triticum aestivum",95,2022,22.7166666666667,1.05454545454545,37.0176923076923,"Introduced","S2",1,0.242188146005383,0.021286446121831,NA,256.935382625,-0.606731477280808
"127","Boothby","S213","4","Triticum aestivum",90,2022,22.7166666666667,1.05454545454545,37.0176923076923,"Introduced","S2",1,0.242188146005383,0.021286446121831,NA,256.935382625,-0.606731477280808
"128","Boothby","S222","1","Triticum aestivum",95,2022,22.7166666666667,1.05454545454545,37.0176923076923,"Introduced","S2",2,0.242188146005383,0.021286446121831,NA,256.935382625,-0.606731477280808
"129","Boothby","S222","1","Aethusa cynapium",8,2022,33.31,0.490625,1.35,"Native","S2",2,0.00635779799379009,0.978713553878169,NA,270.234402666667,0.691311085928735
"130","Boothby","S222","2","Triticum aestivum",90,2022,22.7166666666667,1.05454545454545,37.0176923076923,"Introduced","S2",2,0.242188146005383,0.021286446121831,NA,256.935382625,-0.606731477280808
"131","Boothby","S222","2","Aethusa cynapium",12,2022,33.31,0.490625,1.35,"Native","S2",2,0.00635779799379009,0.978713553878169,NA,270.234402666667,0.691311085928735
"132","Boothby","S222","3","Triticum aestivum",75,2022,22.7166666666667,1.05454545454545,37.0176923076923,"Introduced","S2",2,0.242188146005383,0.021286446121831,NA,256.935382625,-0.606731477280808
"133","Boothby","S222","3","Aethusa cynapium",10,2022,33.31,0.490625,1.35,"Native","S2",2,0.00635779799379009,0.978713553878169,NA,270.234402666667,0.691311085928735
"134","Boothby","S222","4","Triticum aestivum",70,2022,22.7166666666667,1.05454545454545,37.0176923076923,"Introduced","S2",2,0.242188146005383,0.021286446121831,NA,256.935382625,-0.606731477280808
"135","Boothby","NE122","1","Hordeum vulgare",98,2022,32.5690666666667,0.655354444444444,44.3186666666667,"Introduced","NE1",2,0.285631346487932,0.155229290368012,NA,256.935381666667,-0.606731570818335
"136","Boothby","NE122","2","Hordeum vulgare",98,2022,32.5690666666667,0.655354444444444,44.3186666666667,"Introduced","NE1",2,0.285631346487932,0.155229290368012,NA,256.935381666667,-0.606731570818335
"137","Boothby","NE122","3","Hordeum vulgare",80,2022,32.5690666666667,0.655354444444444,44.3186666666667,"Introduced","NE1",2,0.285631346487932,0.155229290368012,NA,256.935381666667,-0.606731570818335
"138","Boothby","NE122","4","Hordeum vulgare",90,2022,32.5690666666667,0.655354444444444,44.3186666666667,"Introduced","NE1",2,0.285631346487932,0.155229290368012,NA,256.935381666667,-0.606731570818335
"139","Boothby","NE222","1","Hordeum vulgare",100,2022,32.5690666666667,0.655354444444444,44.3186666666667,"Introduced","NE2",2,0.285631346487932,0.000944287906064677,NA,256.935381666667,-0.606731570818335
"140","Boothby","NE222","1","Hordeum vulgare",98,2022,32.5690666666667,0.655354444444444,44.3186666666667,"Introduced","NE2",2,0.285631346487932,0.000944287906064677,NA,256.935381666667,-0.606731570818335
"141","Boothby","NE222","2","Viola arvensis",0.5,2022,24.32,0.196875,0.351833333333333,"Introduced","NE2",2,0.000395977254247208,0.999055712093935,NA,277.942471916667,1.44365238140157
"142","Boothby","NE222","3","Hordeum vulgare",100,2022,32.5690666666667,0.655354444444444,44.3186666666667,"Introduced","NE2",2,0.285631346487932,0.000944287906064677,NA,256.935381666667,-0.606731570818335
"143","Boothby","NE222","3","Viola arvensis",0.5,2022,24.32,0.196875,0.351833333333333,"Introduced","NE2",2,0.000395977254247208,0.999055712093935,NA,277.942471916667,1.44365238140157
